fy,sheet,row,code,account_code,list_no,seq,ward_col,work_name,project_cost_rs,provision_rs,prabhag_list,prabhag_nums,n_prabhag,prabhag_primary,prabhag_sub,ward_col_num,ward_col_sub
2021-22,list21,4352,CE20E101/SF1-108,CE20E101,SF1,108,12A,"प्रभाग क्र. 12 अ, मध्ये आझादनगर परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,12.0,A
2021-22,list21,4353,CE20E101/SF1-109,CE20E101,SF1,109,12A,"प्रभाग क्र. 12 अ, मध्ये विवेकानंद कॉलनी परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,12.0,A
2021-22,list21,4354,CE20E101/SF1-110,CE20E101,SF1,110,12A,"प्रभाग क्र. 12 अ, मध्ये लक्ष्मीनगर डहाणूकर कॉलनी पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे कऱणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,12.0,A
2021-22,list21,4355,CE20E101/SF1-111,CE20E101,SF1,111,12A,"प्रभाग क्र. 12 अ, मध्ये गुजरात कॉलनी परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,12.0,A
2021-22,list21,4356,CE20E101/SF1-112,CE20E101,SF1,112,13B,"प्रभाग क्र. 13 ब, मध्ये ड्रेनेज व पावसाळी लाईनचे काम झाले असल्याने खराब झालेला, भोंडे कॉलनीतील प्राईम फर्निशिंग चौक मास्टिक करणे",,2000000.0,"[(13, 'ब')]",[13],1,13.0,ब,13.0,B
2021-22,list21,4357,CE20E101/SF1-113,CE20E101,SF1,113,13C,"प्रभाग क्र. 13 क, हॅपी कॉलनी एरंडवणे येथे विविध ठिकाणी पावसाळी लाईन टाकणे",,1500000.0,"[(13, 'क')]",[13],1,13.0,क,13.0,C
2021-22,list21,4358,CE20E101/SF1-114,CE20E101,SF1,114,13D,"प्रभाग क्र. 13 ड, 3 चाळ पूरग्रस्त वसाहत येथे पावसाळी ड्रेनेज बांधणे",,500000.0,"[(13, 'ड')]",[13],1,13.0,ड,13.0,D
2021-22,list21,4359,CE20E101/SF1-115,CE20E101,SF1,115,15B,"प्रभाग क्र. 15 ब, मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळा लाईन टाकणे",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,15.0,B
2021-22,list21,4360,CE20E101/SF1-116,CE20E101,SF1,116,15D,"प्रभाग क्र. 15 ड, मध्ये नारायण पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,15.0,D
2021-22,list21,4361,CE20E101/SF1-117,CE20E101,SF1,117,15D,"प्रभाग क्र. 15 ड, मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,15.0,D
2021-22,list21,4362,CE20E101/SF1-118,CE20E101,SF1,118,22B,"प्रभाग क्र. 22 ब, मध्ये विविध पावसाळी लाईन विषयक कामे करणे व इतर अनुषंगिक कामे करणे.",,1000000.0,"[(22, 'ब')]",[22],1,22.0,ब,22.0,B
2021-22,list21,4363,CE20E101/SF1-119,CE20E101,SF1,119,25B,"प्रभाग क्र. 25 ब, वानवडी येथील गंगा सॅटेलाईट येथे नव्याने कल्व्हर्ट बांधणे.",,2500000.0,"[(25, 'ब')]",[25],1,25.0,ब,25.0,B
2021-22,list21,4364,CE20E101/SF1-120,CE20E101,SF1,120,25B,"प्रभाग क्र. 25 ब, वानवडी येथील विकासनगर काळूबाई मंदिर येथे नाल्यावर कल्व्हर्ट बांधणे.",,2500000.0,"[(25, 'ब')]",[25],1,25.0,ब,25.0,B
2021-22,list21,4365,CE20E101/SF1-121,CE20E101,SF1,121,25B,प्रभाग क्र.25 ब वानवडी येथील काळूबाई मंदिर कलव्हर्ट बांधणे.,,2500000.0,"[(25, 'ब')]",[25],1,25.0,ब,25.0,B
2021-22,list21,4366,CE20E101/SF1-122,CE20E101,SF1,122,27A,"प्रभाग क्र. 27 अ, विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे.",,1000000.0,"[(27, 'अ')]",[27],1,27.0,अ,27.0,A
2021-22,list21,4367,CE20E101/SF1-123,CE20E101,SF1,123,28C,"प्रभाग क्र. 28 क, येथे महर्षीनगर भागात पावसाळी लाईन टाकणे.",,1000000.0,"[(28, 'क')]",[28],1,28.0,क,28.0,C
2021-22,list21,4368,CE20E101/SF1-124,CE20E101,SF1,124,28C,"प्रभाग क्र. 28 क, येथे मुकुंदनगर परिसरात पावसाळी लाईन टाकणे.",,1000000.0,"[(28, 'क')]",[28],1,28.0,क,28.0,C
2021-22,list21,4369,CE20E101/SF1-125,CE20E101,SF1,125,28D,प्रभाग क्रं. 28 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(28, 'ड')]",[28],1,28.0,ड,28.0,D
2021-22,list21,4370,CE20E101/SF1-126,CE20E101,SF1,126,28D,प्रभाग क्रं. 28 ड मध्ये विविध ठिकाणी रस्त्यावरील खाली गेलेली चेंबरची झाकणे व पावसाळी लाईनची झाकणे समपातळी व चेंबरची झाकणे बसविणे.,,1000000.0,"[(28, 'ड')]",[28],1,28.0,ड,28.0,D
2021-22,list21,4371,CE20E101/SF1-127,CE20E101,SF1,127,31C,"प्रभाग क्र. 31 क, विविध ठिकाणी पावसाळी चेंबर सफाई करणे.",,1000000.0,"[(31, 'क')]",[31],1,31.0,क,31.0,C
2021-22,list21,4372,CE20E101/SF1-128,CE20E101,SF1,128,31C,"प्रभाग क्र. 31 क, विविध ठिकाणी नवीन पावसाळी लाईन टाकणे.",,1000000.0,"[(31, 'क')]",[31],1,31.0,क,31.0,C
2021-22,list21,4373,CE20E101/SF1-129,CE20E101,SF1,129,33A,"प्रभाग क्र. 33 अ, व़डगाव बुद्रुक विविध ठिकाणी पावसाळी लाईन विकसित करणे, दुरुस्त करणे, साफ करणे इत्यादी तदनुषंगिक कामे करणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,33.0,A
2021-22,list21,4374,CE20E101/SF1-130,CE20E101,SF1,130,33A,"प्रभाग क्र. 33 अ, वडगाव बुद्रुक येथील किर्तीनगर, पावंजाईनगर ते हायवे पूल कल्व्हर्ट पूर्ण करणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,33.0,A
2021-22,list21,4375,CE20E101/SF1-131,CE20E101,SF1,131,33B,"प्रभाग क्र. 33 ब, नवले ब्रीज ते विश्वास हॉटेल पावसाळी लाईन करणे.",,1000000.0,"[(33, 'ब')]",[33],1,33.0,ब,33.0,B
2021-22,list21,4376,CE20E101/SF1-132,CE20E101,SF1,132,34D,"प्रभाग क्र. 34 ड, विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,34.0,D
2021-22,list21,4377,CE20E101/SF1-133,CE20E101,SF1,133,35A,प्रभाग क्रं. ३५ अ मधील सहकारनगर नं. २ व विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे.,,1000000.0,"[(35, 'अ')]",[35],1,35.0,अ,35.0,A
2021-22,list21,4378,CE20E101/SF1-134,CE20E101,SF1,134,35A,प्रभाग क्रं. ३५ अ मधील शाहू वसाहत येथे पावसाळी चेंबर दुरुस्ती व साफसफाई करणे.,,1000000.0,"[(35, 'अ')]",[35],1,35.0,अ,35.0,A
2021-22,list21,4379,CE20E101/SF1-135,CE20E101,SF1,135,37B,प्रभाग क्रं. ३७ ब मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(37, 'ब')]",[37],1,37.0,ब,37.0,B
2021-22,list21,4380,CE20E101/SF1-136,CE20E101,SF1,136,37B,"प्रभाग क्रं. ३७ ब मध्ये पी.एम.टी. कॉलनी, महेश सोसायटी येथील पावसाळी लाईन वरील चेंबर दुरुस्ती करणे व लोखंडी जाळ्या बसविणे.",,1000000.0,"[(37, 'ब')]",[37],1,37.0,ब,37.0,B
2021-22,list21,4381,CE20E101/SF1-137,CE20E101,SF1,137,41A,प्रभाग क्र.४१ अ कोंढवा बुद्रुक व परिसरामध्ये पावसाळी लाईन विकसित करणे.,,1000000.0,"[(41, 'अ')]",[41],1,41.0,अ,41.0,A
2021-22,list21,4382,CE20E101/SF1-138,CE20E101,SF1,138,42A,प्रभाग क्र. ४२ अ मध्ये फुरसुंगी येथे अंतर्गत पावसाळी लाईन टाकणे.,,1000000.0,"[(42, 'अ')]",[42],1,42.0,अ,42.0,A
2021-22,list21,4383,CE20E101/SF1-139,CE20E101,SF1,139,20C,"प्रभाग क्र. 20 क,मध्ये विविध ठिकाणी पावसाळी लाईन साफ करणे व इतर तदनुषंगिक कामे करणे",,1000000.0,"[(20, 'क')]",[20],1,20.0,क,20.0,C
2021-22,list21,4384,CE20E101/SF1-140,CE20E101,SF1,140,36C,प्रभाग क्र. 36 क मध्ये पावसाळी लाईन टाकणे.,,1000000.0,"[(36, 'क')]",[36],1,36.0,क,36.0,C
2021-22,list21,4385,CE20E101/SF1-141,CE20E101,SF1,141,21A,प्रभाग क्र.21 अ मध्ये पावसाळी गटाराचे काम करणे.,,10000000.0,"[(21, 'अ')]",[21],1,21.0,अ,21.0,A
2021-22,list21,4386,CE20E101/SF1-142,CE20E101,SF1,142,5D,"प्रभाग क्र.5ड, मध्ये पावसाळी लाईन व नाला साफसफाई करणे",,1000000.0,"[(5, 'ड')]",[5],1,5.0,ड,5.0,D
2021-22,list21,4387,CE20E101/SF1-143,CE20E101,SF1,143,11D,"प्रभाग क्र. 11 ड,सुतारदरा येथील शिवशक्तीनगर गल्ली क्र.27 अपूर्ण असलेली पावसाळी ड्रेनेज लाईन टाकणे व कॉक्रीटीकरण करणे",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,11.0,D
2021-22,list21,4388,CE20E101/SF1-144,CE20E101,SF1,144,11D,"प्रभाग क्र. 11 ड, येथे विविध ठिकाणी तसेच माधवबाग सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व सिमेंट कॉक्रीटीकरण करणे",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,11.0,D
2021-22,list21,4389,CE20E101/SF1-145,CE20E101,SF1,145,11D,"प्रभाग क्र. 11 ड, सुतारदरा येथील गल्ली क्र.27 मधील अर्धवट राहिलेले पावसाळी लाईनचे काम पूर्ण करणे व सिमेंट कॉक्रीटीकरण करणे",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,11.0,D
2021-22,list21,4390,CE20E101/SF1-146,CE20E101,SF1,146,13A,"प्रभाग क्र. 13 अ, प्रभागात इतरत्र पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे.",,1000000.0,"[(13, 'अ')]",[13],1,13.0,अ,13.0,A
2021-22,list21,4391,CE20E101/SF1-147,CE20E101,SF1,147,16C,"प्रभाग क्र. 16 क, 15 ऑगस्ट चौक ते हॉटेल पद्माकृष्ण पारगे चौक पावसाळी गटार करणे भाग1",,500000.0,"[(16, 'क')]",[16],1,16.0,क,16.0,C
2021-22,list21,4392,CE20E101/SF1-148,CE20E101,SF1,148,16C,"प्रभाग क्र. 16 क, 15 ऑगस्ट चौक ते हॉटेल पद्माकृष्ण पारगे चौक पावसाळी गटार करणे भाग2",,500000.0,"[(16, 'क')]",[16],1,16.0,क,16.0,C
2021-22,list21,4393,CE20E101/SF1-149,CE20E101,SF1,149,26A,"प्रभाग क्र. 26 अ, मध्ये वाडकर मळा परिसरात पावसाळी लाईन टाकणे.",,5000000.0,"[(26, 'अ')]",[26],1,26.0,अ,26.0,A
2021-22,list21,4394,CE20E101/SF1-150,CE20E101,SF1,150,31A,प्रभाग क्र.३१ अ मधील रस्ते व पावसाळी लाईन विकसित करणे.,,1000000.0,"[(31, 'अ')]",[31],1,31.0,अ,31.0,A
2021-22,list21,4395,CE20E101/SF1-151,CE20E101,SF1,151,2A,"प्रभाग क्र2अ,टिंगरेनगर मधील रोड नंबर 6 येथील पावसाळी लाईन टाकणे",,1000000.0,"[(2, 'अ')]",[2],1,2.0,अ,2.0,A
2021-22,list21,4396,CE20E101/SF1-152,CE20E101,SF1,152,5A,"प्रभाग क्र.५ अ, मध्ये पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे",,1000000.0,"[(5, 'अ')]",[5],1,5.0,अ,5.0,A
2021-22,list21,4397,CE20E101/SF1-153,CE20E101,SF1,153,5A,"प्रभाग क्र.५ अ, मध्ये वडगावशेरी व कल्याणीनगर परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(5, 'अ')]",[5],1,5.0,अ,5.0,A
2021-22,list21,4398,CE20E101/SF1-154,CE20E101,SF1,154,5B,"प्रभाग क्र.5ब,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(5, 'ब')]",[5],1,5.0,ब,5.0,B
2021-22,list21,4399,CE20E101/SF1-155,CE20E101,SF1,155,26C,"प्रभाग क्र. 26 क, क्लोव्हर हिल्स परिसरात पावसाळी लाईन विकसित करणे.",,1000000.0,"[(26, 'क')]",[26],1,26.0,क,26.0,C
2021-22,list21,4400,CE20E101/SF1-156,CE20E101,SF1,156,41B,प्रभाग क्र. ४१ ब मध्ये विविध ठिकाणी पावसाळी लाईन दुरुस्ती करणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(41, 'ब')]",[41],1,41.0,ब,41.0,B
2021-22,list21,4401,CE20E101/SF1-157,CE20E101,SF1,157,32A,प्रभाग क्र.३२ अ मधील वारजे माळवाडी येथे पावसाळी लाईन टाकणे.,,1000000.0,"[(32, 'अ')]",[32],1,32.0,अ,32.0,A
2021-22,list21,4402,CE20E101/SF1-158,CE20E101,SF1,158,17B,"प्रभाग क्र.17ब सत्यनारायण मंदीर, रविवार पेठ ते लोणार आळी पावसाळी गटार लाईन टाकणे",,2000000.0,"[(17, 'ब')]",[17],1,17.0,ब,17.0,B
2021-22,list21,4403,CE20E101/SF1-159,CE20E101,SF1,159,,"जय तुळजाभवानी सोसायटी,पीएमटी कॉलनी,बिबवेवाडी येथे पावसाळी लाईन टाकणे",,2000000.0,[],[],0,,,,
2021-22,list21,4404,CE20E101/SF1-160,CE20E101,SF1,160,14D,"प्रभाग क्र.14ड, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(14, 'ड')]",[14],1,14.0,ड,14.0,D
2021-22,list21,4405,CE20E101/SF1-161,CE20E101,SF1,161,37A,"प्रभाग क्र.37अ,मध्ये पी.एम.टी.कॉलनी,गॅस गोडाऊन येथे मोठया व्यासाची पावसाची लाईन टाकणे",,1000000.0,"[(37, 'अ')]",[37],1,37.0,अ,37.0,A
2021-22,list21,4406,CE20E101/SF1-162,CE20E101,SF1,162,19C,"प्रभाग क्र.19क,मधील विविध ठिकाणच्या पावसाळी जाळ्या बदलणे व साफसफाई करणे",,2000000.0,"[(19, 'क')]",[19],1,19.0,क,19.0,C
2021-22,list21,4407,CE20E101/SF1-163,CE20E101,SF1,163,25A,"प्रभाग क्र.25अ, विविध ठिकाणी पावसाळी लाईन साफसफाई करणे",,2000000.0,"[(25, 'अ')]",[25],1,25.0,अ,25.0,A
2021-22,list21,4408,CE20E101/SF1-164,CE20E101,SF1,164,35A,"प्रभाग क्र.35अ,मध्ये सहकारनगर 1 व 2 पावसाळी लाईन विषयक कामे करणे",,1000000.0,"[(35, 'अ')]",[35],1,35.0,अ,35.0,A
2021-22,list21,4409,CE20E101/SF1-165,CE20E101,SF1,165,20D,प्रभाग क्र. 20 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(20, 'ड')]",[20],1,20.0,ड,20.0,D
2021-22,list21,4410,CE20E101/SF1-166,CE20E101,SF1,166,20D,प्रभाग क्र. 20 ड मध्ये ब्ल्यू नाईल ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(20, 'ड')]",[20],1,20.0,ड,20.0,D
2021-22,list21,4411,CE20E101/SF1-167,CE20E101,SF1,167,32D,"प्रभाग क्र. 32 ड मध्ये, असणा-या ओढ्यावर दोन ठिकाणी कल्वर्ट बांधणे.",,2000000.0,"[(32, 'ड')]",[32],1,32.0,ड,32.0,D
2021-22,list21,4412,CE20E101/SF1-168,CE20E101,SF1,168,31D,प्रभाग क्र.३१ ड कर्वेनगर मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(31, 'ड')]",[31],1,31.0,ड,31.0,D
2021-22,list21,4413,CE20E101/SF1-169,CE20E101,SF1,169,32C,प्रभाग क्र. 32 क मध्ये पावसाळी डक्ट करणे.,,1000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4414,CE20E101/SF1-170,CE20E101,SF1,170,32C,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4415,CE20E101/SF1-171,CE20E101,SF1,171,32C,प्रभाग क्र. 32 क मध्ये यशोदीप चौक ते सर्विस रोड पावसाळी लाईन टाकणे.,,1000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4416,CE20E101/SF1-172,CE20E101,SF1,172,32C,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी लाईन व तदनुषंगिक कामे करणे.,,1000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4417,CE20E101/SF1-173,CE20E101,SF1,173,32C,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी आर.सी.सी. चेंबर बांधणे व इतर चेंबर दुरुस्ती विषयक कामे करणे.,,1000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4418,CE20E101/SF1-174,CE20E101,SF1,174,32C,प्रभाग क्र. 32 क मध्ये वारजे माळवाडी मध्ये डी.पी.रस्त्यावर कलव्हर्ट बांधणे.,,10000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4419,CE20E101/SF1-175,CE20E101,SF1,175,32C,प्रभाग क्र. 32 क मध्ये डी.पी. रस्त्यालगत पावसाळी लाईन विकसित करणे.,,5000000.0,"[(32, 'क')]",[32],1,32.0,क,32.0,C
2021-22,list21,4420,CE20E101/SF1-176,CE20E101,SF1,176,40D,प्रभाग क्रं. ४० ड मध्ये नॅन्सी लेकहोम येथे पावसाळी लाईन टाकणे.,,1000000.0,"[(40, 'ड')]",[40],1,40.0,ड,40.0,D
2021-22,list21,4421,CE20E101/SF1-177,CE20E101,SF1,177,2C,प्रभाग क्र.२ क मधील स्व. माजी महापौर भारत सावंत पाम उद्यान शेजारी पावसाळी लाईन टाकणे.,,1000000.0,"[(2, 'क')]",[2],1,2.0,क,2.0,C
2021-22,list21,4422,CE20E101/SF1-178,CE20E101,SF1,178,12C,प्रभाग क्र. 12 क शास्त्रीनगर परिसरामध्ये पावसाळी लाईन दुरूस्ती करणे.,,1000000.0,"[(12, 'क')]",[12],1,12.0,क,12.0,C
2021-22,list21,4423,CE20E101/SF1-179,CE20E101,SF1,179,14B,"प्रभाग क्र.14ब,मध्ये विविध ठिकाणी पावसाळी चेंबर दुरूस्ती करणे",,500000.0,"[(14, 'ब')]",[14],1,14.0,ब,14.0,B
2021-22,list21,4424,CE20E101/SF1-180,CE20E101,SF1,180,15D,प्रभाग क्र.१५ड मध्ये चिमण्या गणपती ते वंदे मातरम चौक दरम्यान पावसाळी लाईन टाकणे.,,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,15.0,D
2021-22,list21,4425,CE20E101/SF1-181,CE20E101,SF1,181,18B,"प्रभाग क्र.18ब,मध्ये बंदिवान मारूती मंडळ ते कस्तुरी चौक येथे पावसाळी लाईन व ड्रेनेज लाईन टाकणे",,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,18.0,B
2021-22,list21,4426,CE20E101/SF1-182,CE20E101,SF1,182,18B,"प्रभाग क्र.18ब,मध्ये कस्तुरी चौक ते घसेटी पूल येथे पावसाळी लाईन व ड्रेनेज लाईन टाकणे",,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,18.0,B
2021-22,list21,4427,CE20E101/SF1-183,CE20E101,SF1,183,18B,"प्रभाग क्र.18ब,मध्ये विविध ठिकाणी लोखंडी पावसाळी चेंबर कव्हर टाकणे",,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,18.0,B
2021-22,list21,4428,CE20E101/SF1-184,CE20E101,SF1,184,,दांडेकर पुल सर्वे नं.133 व 134 येथील रस्ता रुंदीप्रमाणे नवीन पुल (कल्वर्ट) बांधणे.,,40000000.0,[],[],0,,,,
2022-23,A_List,1054,CE20E101/F1-26,CE20E101,F1,26,9,"प्रभाग क्रमांक 9 ज्युपीटर हॉस्पिटल चौक सुशोभिकरण व कल्व्हर्ट बांधणे, ॲप्रोच रस्ते विकसित करणे.",,10000000.0,"[(9, None)]",[9],1,9.0,,9.0,
2022-23,A_List,1055,CE20E101/F1-27,CE20E101,F1,27,16,मंगळवार पेठ येथील माणिक नाल्यावरील श्रमिकनगर मधील कल्व्हर्ट पाडून नवीन बांधणे.,,10000000.0,[],[],0,,,16.0,
2022-23,A_List,1056,CE20E101/F1-28,CE20E101,F1,28,16,शिवाजी आखाडा शेजारील माणिक नाल्यावरील भिमनगरला जोडणारा कल्व्हर्ट बांधणे.,,5000000.0,[],[],0,,,16.0,
2022-23,A_List,1057,CE20E101/F1-29,CE20E101,F1,29,38,प्रभाग क्रमांक 38 मधील आनंदनगरकडे जाणा-या नाल्यावरील कल्व्हर्ट बांधणे.,,2500000.0,"[(38, None)]",[38],1,38.0,,38.0,
2022-23,A_List,1058,CE20E101/F1-30,CE20E101,F1,30,38,प्रभाग क्रमांक 38 कात्रज स.नं. 32 व 43 डी.पी. रस्त्यावरील कल्व्हर्ट विकसित करणे.,,5000000.0,"[(38, 'क')]",[38],1,38.0,क,38.0,
2022-23,A_List,1059,CE20E101/F1-31,CE20E101,F1,31,26,सिंहगड मुख्य रस्ता पु.ल.देशपांडे उदयानासमोर कल्व्हर्ट बांधणे.,,5000000.0,[],[],0,,,26.0,
2022-23,A_List,1060,CE20E101/F1-32,CE20E101,F1,32,3,प्रभाग क्रमांक 3 मध्ये विमाननगर चौकातील नाला कल्व्हर्ट बांधणे.,,5000000.0,"[(3, None)]",[3],1,3.0,,3.0,
2022-23,A_List,1061,CE20E101/F1-33,CE20E101,F1,33,26,"प्रभाग क्रमांक 26 महंमदवाडी येथील सं.नं. 19,20,26 मधील 24 मी डी.पी. रस्ता वरील नाल्या वर कल्व्हर्ट बांधणे",,5000000.0,"[(26, None)]",[26],1,26.0,,26.0,
2022-23,A_List,1062,CE20E101/F1-34,CE20E101,F1,34,,प्रभाग क्र.२० मधील सायकल सोसायटी येथील नाला बॉक्स कल्व्हर्ट बांधणे,,10000000.0,"[(20, None)]",[20],1,20.0,,,
2022-23,A_List,1063,CE20E101/F1-35,CE20E101,F1,35,,पुणे शहरातील पावसाळी पाणी व्यवस्थापनासाठी पथ विभागाकडून रिईनस्टेटमेंट करणेसाठी,,50000000.0,[],[],0,,,,
2022-23,A_List,1066,CE20E101/F1-21,CE20E101,F1,21,G,"पुणे शहरातील वारंवार पूरसदृष्य परिस्थिती निर्माण होणाऱ्या ठिकाणी पावसाळी पाण्याचा निचरा करणेकरिता पावसाळी लाईन टाकणे, नाला सुधारणा कामे करणे, कल्व्हर्ट बांधणे व तद्‌नुषंगिक कामे करणे (टप्पा क्र.3 उर्वरित कामे)",,400000000.0,[],[],0,,,,G
2023-24,A_List,1253,CE20E101/F1-37,CE20E101,F1,37,,"पुणे शहरातील कोथरूड बेसिन, औंध बेसिन, बावधन पाषाण बेसिन, मंगळवार पेठ बेसिन, शनिवार पेठ बेसिन, दत्तनगर बेसिन,हिंगणे बेसिन, वडगाव बु. बेसिन,, कोंढवा बेसिन या ठिकाणी पावसाळी पाण्याच्या व्यवस्थापनासाठी नाला सुधारणा कामे करणे, कल्व्हर्टस बांधणे, पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे. तसेच त्यानुसार वरील सर्व कामांची पाच वर्षासाठी देखभाल दुरुस्ती विषयक कामे करणे (भाग १) (टप्पा क्र. २)",,300000000.0,[],[],0,,,,
2023-24,A_List,1254,CE20E101/F1-38,CE20E101,F1,38,,मंगळवार पेठ येथील माणिक नाल्यावरील श्रमिक नगर मधील कल्व्हर्ट पाडून नवीन बांधणे.,,8404000.0,[],[],0,,,,
2023-24,A_List,1255,CE20E101/F1-39,CE20E101,F1,39,,सिंहगड मुख्य रस्ता पु.ल.देशपांडे उद्यानासमोर कल्व्हर्ट विकसित करणे.,,9966000.0,[],[],0,,,,
2023-24,A_List,1256,CE20E101/F1-40,CE20E101,F1,40,,धायरी गावातील रायकर मळा येथे पोकळे वस्तीकडे जाणाऱ्या रस्त्यास समांतर वाहणाऱ्या नाल्यावर बॉक्स कल्व्हर्ट बांधणे,,3200000.0,[],[],0,,,,
2023-24,A_List,1257,CE20E101/F1-41,CE20E101,F1,41,,पुणे शहरात सन २०२२ मध्ये अतिवृष्टीने बाधित ठिकाणी करावयाच्या उपाय योजनासाठी सविस्तर प्रकल्प अहवाल तयार करणे या कामासाठी तज्ञ सल्लागार नेमणूक करणे व सविस्तर प्रकल्प अहवाल नुसार कामे करणे.,,100000000.0,[],[],0,,,,
2023-24,A_List,1258,CE20E101/F1-42,CE20E101,F1,42,,प्रभाग क्र.१९ मध्ये नाला कॅल्व्हट विषयक कामे करणे,,3000000.0,"[(19, None)]",[19],1,19.0,,,
2023-24,A_List,1261,CE20E101/F1-21,CE20E101,F1,21,G,"पुणे शहरातील वारंवार पूरसदृष्य परिस्थिती निर्माण होणाऱ्या ठिकाणी पावसाळी पाण्याचा निचरा करणेकरिता पावसाळी लाईन टाकणे, नाला सुधारणा कामे करणे, कल्व्हर्ट बांधणे व तद्‌नुषंगिक कामे करणे (टप्पा क्र.3 उर्वरित कामे)",,100000000.0,[],[],0,,,,G
2023-24,A_List,1262,CE20E101/F1-28,CE20E101,F1,28,16,शिवाजी आखाडा शेजारील माणिक नाल्यावरील भिमनगरला जोडणारा कल्व्हर्ट बांधणे.,,4230000.0,[],[],0,,,16.0,
2024-25,A_List,1484,CE20E101/F1-46,CE20E101,F1,46,,बंडगार्डन रोड व नॉर्थ मेन रोड येथे पूरपरिस्थिती निर्माण होणाऱ्या ठिकाणी पावसाळी लाईन विकसित करणे,,40000000.0,[],[],0,,,,
2024-25,A_List,1485,CE20E101/F1-47,CE20E101,F1,47,,प्रभाग क्र. २९ विजयनगर परिसरात पावसाळी लाईन टाकणे,,3000000.0,"[(29, None)]",[29],1,29.0,,,
2024-25,A_List,1486,CE20E101/F1-48,CE20E101,F1,48,,खराडी आपले घर सोसायटी येथे पावसाळी लाईन विकसित करणे,,10000000.0,[],[],0,,,,
2024-25,A_List,1487,CE20E101/F1-49,CE20E101,F1,49,,प्रभाग क्र २ मधील इ कॉमर झोन ते मेंटल हॉस्पिटल पावसाळी लाईन टाकणे.,,10000000.0,"[(2, None)]",[2],1,2.0,,,
2024-25,A_List,1488,CE20E101/F1-50,CE20E101,F1,50,,बिबवेवाडी VIIT ते जगताप डेअरी चौकापर्यंत पावसाळी लाईन टाकणे,,5000000.0,[],[],0,,,,
