fy,sheet,row,code,account_code,list_no,seq,ward_col,work_name,project_cost_rs,provision_rs,prabhag_list,prabhag_nums,n_prabhag,prabhag_primary,prabhag_sub,ward_col_num,ward_col_sub
2017-18,A_Capital_List,3068,CE20E101/SF1-191,CE20E101,SF1,191,,"प्रभाग क्रं.33 अ वडगाव बुद्रुक जाधवनगर, गोसावी वस्ती, विकासनगर, रायगडनगर, शांतीनगर येथे पावसाळी लाईन टाकणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2017-18,A_Capital_List,3069,CE20E101/SF1-192,CE20E101,SF1,192,,"प्रभाग क्रं.33 अ वडगाव बुद्रुक हॅपी कॉलनी, किर्तीनगर, रेणुकानगरी, हगवणेनगर, दांगट गार्डन परिसरात पावसाळी लाईन टाकणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2017-18,A_Capital_List,3070,CE20E101/SF1-193,CE20E101,SF1,193,,"प्रभाग क्रं.33 अ वडगाव गावठाण, पाऊजाईनगर, तोरणानगर, यशोदाकृष्ण बंगला परिसरात पावसाळी लाईन विकसित करणे.",,1700000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2017-18,A_Capital_List,3071,CE20E101/SF1-194,CE20E101,SF1,194,,"प्रभाग क्रं.33 अ जुना हायवे टोलनाका, दांगटपाटीलनगर, पाऊजाई मंदिर मागील भाग, आशिर्वाद हॉटेल परिसर, समर्थनगर परिसरात पावसाळी लाईन विकसित करणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2017-18,A_Capital_List,3072,CE20E101/SF1-195,CE20E101,SF1,195,,"प्रभाग क्र.33 ब, वडगांव बु.परिसरात पावसाळी साफसफाई करणे व दुरूस्ती करणे.",,1000000.0,"[(33, 'ब')]",[33],1,33.0,ब,,
2017-18,A_Capital_List,3073,CE20E101/SF1-196,CE20E101,SF1,196,,"प्रभाग क्र.33 ब, अभिरूची मॉल ( भिडेवस्ती ) पावसाळी लाईन टाकणे.",,1000000.0,"[(33, 'ब')]",[33],1,33.0,ब,,
2017-18,A_Capital_List,3074,CE20E101/SF1-197,CE20E101,SF1,197,,"प्रभाग क्र.33 क, मध्ये चरवडवस्ती परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(33, 'क')]",[33],1,33.0,क,,
2017-18,A_Capital_List,3075,CE20E101/SF1-198,CE20E101,SF1,198,,"प्रभाग क्र.33 क, मध्ये कॉलेज रोड परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(33, 'क')]",[33],1,33.0,क,,
2017-18,A_Capital_List,3076,CE20E101/SF1-199,CE20E101,SF1,199,,"प्रभाग क्र.33 क, मध्ये वडगाव बु.परिसरातील पावसाळी लाईन साफ करणे व दुरूस्ती करणे",,1000000.0,"[(33, 'क')]",[33],1,33.0,क,,
2017-18,A_Capital_List,3077,CE20E101/SF1-200,CE20E101,SF1,200,,"प्रभाग क्र.33ड, मध्ये भिडेवाडी परिसरात पावसाळी लाईन टाकणे.",,2000000.0,"[(33, 'ड')]",[33],1,33.0,ड,,
2017-18,A_Capital_List,3078,CE20E101/SF1-201,CE20E101,SF1,201,,"प्रभाग क्र.34 अ, हिंगणे चौक ते गोयल गंगा पर्यंत मुख्य रस्त्यावरील व पावसाळी चेंबर दुरूस्त करणे व जाळ्या चेंबर कव्हर बदलणे.",,1000000.0,"[(34, 'अ')]",[34],1,34.0,अ,,
2017-18,A_Capital_List,3079,CE20E101/SF1-202,CE20E101,SF1,202,,प्रभाग क्र.34 क मध्ये स्टार गार्डन ते सौरभ गार्डन परिसरात पावसाळी गटार करणे,,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2017-18,A_Capital_List,3080,CE20E101/SF1-203,CE20E101,SF1,203,,प्रभाग क्र.34 क मध्ये विठ्ठल पार्क परिसरात पावसाळी गटार करणे,,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2017-18,A_Capital_List,3081,CE20E101/SF1-204,CE20E101,SF1,204,,प्रभाग क्र.34 क मध्ये समर्थ पार्क परिसरात पावसाळी लाईन टाकणे,,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2017-18,A_Capital_List,3082,CE20E101/SF1-205,CE20E101,SF1,205,,प्रभाग क्र.34 क मध्ये आनंदनगर परिसरात पावसाळी लाईन विषयक कामे करणे,,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2017-18,A_Capital_List,3083,CE20E101/SF1-206,CE20E101,SF1,206,,प्रभाग क्र.34 क मध्ये विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे,,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2017-18,A_Capital_List,3084,CE20E101/SF1-207,CE20E101,SF1,207,,"प्रभाग क्र.34 ड, एकतानगरी परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3085,CE20E101/SF1-208,CE20E101,SF1,208,,"प्रभाग क्र.34 ड, आनंदनगर परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3086,CE20E101/SF1-209,CE20E101,SF1,209,,"प्रभाग क्र.34 ड, सन एम्पायर परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3087,CE20E101/SF1-210,CE20E101,SF1,210,,"प्रभाग क्र.34 ड, भाऊसाहेब चरवडनगर परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3088,CE20E101/SF1-211,CE20E101,SF1,211,,"प्रभाग क्र.34 ड, शशितारा विहार परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3089,CE20E101/SF1-212,CE20E101,SF1,212,,"प्रभाग क्र.34 ड, सुंदर गार्डन, कुदळे पाटील टाऊनशिप परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'ड')]",[34],1,34.0,ड,,
2017-18,A_Capital_List,3090,CE20E101/SF1-213,CE20E101,SF1,213,,"प्रभाग क्र.35 अ, विविध ठिकाणी पावसाळी लाईन टाकणे",,2000000.0,"[(35, 'अ')]",[35],1,35.0,अ,,
2017-18,A_Capital_List,3091,CE20E101/SF1-214,CE20E101,SF1,214,,"प्रभाग क्र.36 अ, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(36, 'अ')]",[36],1,36.0,अ,,
2017-18,A_Capital_List,3092,CE20E101/SF1-215,CE20E101,SF1,215,,"प्रभाग क्र.36 क, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(36, 'क')]",[36],1,36.0,क,,
2017-18,A_Capital_List,3093,CE20E101/SF1-216,CE20E101,SF1,216,,"प्रभाग क्र.36 ड,मध्ये संगम सोसायटी परिसरातील पावसाळी लाईन टाकणे.",,1000000.0,"[(36, 'ड')]",[36],1,36.0,ड,,
2017-18,A_Capital_List,3094,CE20E101/SF1-217,CE20E101,SF1,217,,"प्रभाग क्र.37 अ, पावसाळी लाईनची तद्‌नुषंगिक कामे करणे.",,1000000.0,"[(37, 'अ')]",[37],1,37.0,अ,,
2017-18,A_Capital_List,3095,CE20E101/SF1-218,CE20E101,SF1,218,,"प्रभाग क्र.37 ब, जागडेनगर ते पुष्पम कॉलनी मेनरोड पावसाळी लाईन टाकणे",,1000000.0,"[(37, 'ब')]",[37],1,37.0,ब,,
2017-18,A_Capital_List,3096,CE20E101/SF1-219,CE20E101,SF1,219,,"प्रभाग क्र.37 ब, विविध ठिकाणी मेनरोड पावसाळी लाईन टाकणे",,1000000.0,"[(37, 'ब')]",[37],1,37.0,ब,,
2017-18,A_Capital_List,3097,CE20E101/SF1-220,CE20E101,SF1,220,,"प्रभाग क्र.38 अ, येथे पावसाळी लाईन साफसफाई करणे दुरूस्ती करणे.",,1000000.0,"[(38, 'अ')]",[38],1,38.0,अ,,
2017-18,A_Capital_List,3098,CE20E101/SF1-221,CE20E101,SF1,221,,"प्रभाग क्र.38 अ, विविध ठिकाणी स्ट्रॉम वॉटर लाईन टाकणे",,1000000.0,"[(38, 'अ')]",[38],1,38.0,अ,,
2017-18,A_Capital_List,3099,CE20E101/SF1-222,CE20E101,SF1,222,,"प्रभाग क्र.38 ब, शेलारमळा गुजरवस्ती परिसरात पावसाळी गटार टाकणे",,1000000.0,"[(38, 'ब')]",[38],1,38.0,ब,,
2017-18,A_Capital_List,3100,CE20E101/SF1-223,CE20E101,SF1,223,,"प्रभाग क्र.38 ब, राजस सोसायटी परिसरात पावसाळी गटार टाकणे",,1000000.0,"[(38, 'ब')]",[38],1,38.0,ब,,
2017-18,A_Capital_List,3101,CE20E101/SF1-224,CE20E101,SF1,224,,"प्रभाग क्र.38 ब, उत्कर्ष सोसायटी परिसरात जुने पावसाळी चेंबर काढून नवीन लाईन टाकणे",,1000000.0,"[(38, 'ब')]",[38],1,38.0,ब,,
2017-18,A_Capital_List,3102,CE20E101/SF1-225,CE20E101,SF1,225,,"प्रभाग क्र.38ड, मधील चिंतामणी हॉटेल मागील रस्त्यावर पावसाळी लाईन टाकणे",,1000000.0,"[(38, 'ड')]",[38],1,38.0,ड,,
2017-18,A_Capital_List,3103,CE20E101/SF1-226,CE20E101,SF1,226,,"प्रभाग क्र. 40अ, मध्ये संतोषनगर गल्ली क्र.7 येथे पावसाळी लाईन टाकणे",,500000.0,"[(40, 'अ')]",[40],1,40.0,अ,,
2017-18,A_Capital_List,3104,CE20E101/SF1-227,CE20E101,SF1,227,,"प्रभाग क्र. 40क, दत्तविहार सोसायटी ते धीरज इंजिनिअरींग रोड पावसाळी लाईन टाकणे व तद्‌नुषंगिक कामे करणे.",,1000000.0,"[(40, 'क')]",[40],1,40.0,क,,
2017-18,A_Capital_List,3105,CE20E101/SF1-228,CE20E101,SF1,228,,"प्रभाग क्र. 40ड, अंजलीनगर परिसरात पावसाळी लाईन टाकणे",,5000000.0,"[(40, 'ड')]",[40],1,40.0,ड,,
2017-18,A_Capital_List,3106,CE20E101/SF1-229,CE20E101,SF1,229,,"प्रभाग क्र. 40ड, कात्रज संतोषनगर एम.आय.टी.परिसरात स्ट्रॉम वॉटर लाईन टाकणे",,2000000.0,"[(40, 'ड')]",[40],1,40.0,ड,,
2017-18,A_Capital_List,3107,CE20E101/SF1-230,CE20E101,SF1,230,,"प्रभाग क्र. 40ड, मातोश्री मित्र मंडळ दत्तनगर गवळीवाडा येथे पावसाळी लाईन टाकणे",,2000000.0,"[(40, 'ड')]",[40],1,40.0,ड,,
2017-18,A_Capital_List,3108,CE20E101/SF1-231,CE20E101,SF1,231,,"प्रभाग क्र. 40ड, संतोषनगर अंजलीनगर अमोल बोबे यांच्या घराजवळ स्ट्रॉम वॉटर लाईन टाकणे.",,5000000.0,"[(40, 'ड')]",[40],1,40.0,ड,,
2017-18,A_Capital_List,3109,CE20E101/SF1-232,CE20E101,SF1,232,,"प्रभाग क्र. 41 अ, कोंढवा बु.गोकुळनगर कात्रज परिसरामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व रस्ते विकसित करणे.",,5000000.0,"[(41, 'अ')]",[41],1,41.0,अ,,
2017-18,A_Capital_List,3110,CE20E101/SF1-233,CE20E101,SF1,233,,"प्रभाग क्रं.10 मध्ये पावसाळी चेंबर्स दुरुस्ती व ड्रेनेज,पावसाळी लाईनची साफसफाई करणे",,1000000.0,"[(10, None)]",[10],1,10.0,,,
2017-18,A_Capital_List,3111,CE20E101/SF1-234,CE20E101,SF1,234,,प्रभाग क्रं.10 मध्ये भुसारी बावधन इ.ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(10, None)]",[10],1,10.0,,,
2017-18,A_Capital_List,3112,CE20E101/SF1-235,CE20E101,SF1,235,,प्रभाग क्रं.10 मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(10, None)]",[10],1,10.0,,,
2017-18,A_Capital_List,3113,CE20E101/SF1-236,CE20E101,SF1,236,,प्रभाग क्रं.12 कुमार परिसरामध्ये मधील पावसाळी लाईन साफ करणे व पावसाळी चेंबर्स दुरुस्ती करणे,,1000000.0,"[(12, 'क')]",[12],1,12.0,क,,
2017-18,A_Capital_List,3114,CE20E101/SF1-237,CE20E101,SF1,237,,"प्रभाग क्रं.12 कोथरुड गावठाण मधील पावसाळी लाईन साफ सफाई करणे, ड्रेनेज लाईन दुरुस्ती करणे व चेंबर्स दुरुस्ती करणे",,1000000.0,"[(12, 'क')]",[12],1,12.0,क,,
2018-19,A_Capital_List,3701,CE20E101/F1-11,CE20E101,F1,11,,"पुणे शहरातील वारंवार पूरसदृष्य परिस्थिती निर्माण होणाऱ्या ठिकाणी पावसाळी पाण्याचा निचरा करणेकरिता पावसाळी लाईन टाकणे, नाला सुधारणा कामे करणे, कल्व्हर्ट बांधणे व तद्‌नुषंगिक कामे करणे (टप्पा क्र.3)",,430000000.0,[],[],0,,,,
2018-19,A_Capital_List,3702,CE20E101/F1-12,CE20E101,F1,12,,"प्रकल्प व्यवस्थापन करणे, सल्लागार फी व तद्‌नुषंगिक कामे करणे (टप्पा क्र.3)",,20000000.0,[],[],0,,,,
2018-19,A_Capital_List,3703,CE20E101/F1-13,CE20E101,F1,13,,लोहगाव वाघोली रस्ता मनपा हददीपर्यंत डी.पी.प्रमाणे २४ मीटर रुंदीप्रमाणे ताब्यात घेवून दोन्ही बाजून पावसाळी लाईन टाकून रस्ता डांबरीकरण करणे,,30000000.0,[],[],0,,,,
2018-19,A_Capital_List,3707,CE20E101/F1-6,CE20E101,F1,6,,पुणे शहराचे स्ट्रॉम वॉटर ड्रेनेज प्रकल्पातील एकोणीस बेसीनमध्ये तातडीने करावयाची कामे (टप्पा क्र.2),,445000000.0,[],[],0,,,,
2018-19,A_Capital_List,3708,CE20E101/F1-7,CE20E101,F1,7,,"प्रकल्प व्यवस्थापन करणे, सल्लागार फी व तद्‌नुषंगिक कामे करणे (टप्पा क्र.2)",,5000000.0,[],[],0,,,,
2018-19,A_Capital_List,3719,CE20E101/SF1-301,CE20E101,SF1,301,,"प्रभाग क्र.1ब,मध्ये विश्रांतवाडी येथे विविध ठिकाणी पावसाळी लाईन टाकणे व दुरूस्ती करणे",,1000000.0,"[(1, 'ब')]",[1],1,1.0,ब,,
2018-19,A_Capital_List,3720,CE20E101/SF1-302,CE20E101,SF1,302,,"प्रभाग क्र.1ब,मध्ये धानोरी येथे पावसाळी लाईन टाकणे व दुरूस्ती करणे",,1000000.0,"[(1, 'ब')]",[1],1,1.0,ब,,
2018-19,A_Capital_List,3721,CE20E101/SF1-303,CE20E101,SF1,303,,"प्रभाग क्र.1ब,मध्ये कळस येथे पावसाळी लाईन टाकणे व दुरूस्ती करणे",,1000000.0,"[(1, 'ब')]",[1],1,1.0,ब,,
2018-19,A_Capital_List,3722,CE20E101/SF1-304,CE20E101,SF1,304,,"प्रभाग क्र.3 ब, मधील मोठया व्यासाची पावसाळी लाईन टाकणे व ओपन नाला जेटिंग मशीन व स्पायडर मशिनच्या सहाय्याने साफ करणे.",,1000000.0,"[(3, 'ब')]",[3],1,3.0,ब,,
2018-19,A_Capital_List,3723,CE20E101/SF1-305,CE20E101,SF1,305,,"प्रभाग क्र.5ड,मध्ये जेटींग मशीनच्या सहाय्याने स्पायडर मशीन स्क्रब मशीन सहाय्याने पावसाळी लाईन साफसफाई करणे व मजूर पुरविणे",,1000000.0,"[(5, 'ड')]",[5],1,5.0,ड,,
2018-19,A_Capital_List,3724,CE20E101/SF1-306,CE20E101,SF1,306,,"प्रभाग क्र.6क,मध्ये विविध ठिकाणच्या पावसाळी लाईन,मॅनहोल, चेंबर गाळ काढणे इ.कामे चॅम्पियन मशिन सक्शन मशिन व जेटिंग मशिनच्या सहाय्याने करणे.",,1000000.0,"[(6, 'क')]",[6],1,6.0,क,,
2018-19,A_Capital_List,3725,CE20E101/SF1-307,CE20E101,SF1,307,,"प्रभाग क्र.6क,मध्ये लक्ष्मीनगर, अशोकनगर,जयजवान नगर,मदर तेरेसा परिसरात पावसाळी लाईन मॅनहोल चेंबर गाळ काढणे इ.कामे चॅम्पियन मशिन सक्शन मशिन व जेटिंग मशिनच्या सहाय्याने करणे.",,1000000.0,"[(6, 'क')]",[6],1,6.0,क,,
2018-19,A_Capital_List,3726,CE20E101/SF1-308,CE20E101,SF1,308,,"प्रभाग क्र.7अ,मध्ये आर.सी.सी.पावसाळी झाकण बदलणे व दुरूस्ती करणे.",,1000000.0,"[(7, 'अ')]",[7],1,7.0,अ,,
2018-19,A_Capital_List,3727,CE20E101/SF1-309,CE20E101,SF1,309,,"प्रभाग क्र.8अ,मधील विविध ठिकाणी पावसाळी लाईन दुरूस्ती व साफसफाई करणे.",,1000000.0,"[(8, 'अ')]",[8],1,8.0,अ,,
2018-19,A_Capital_List,3728,CE20E101/SF1-310,CE20E101,SF1,310,,"प्रभाग क्र.8क, औंध बोपोडी परिसरामध्ये पावसाळी लाईन टाकणे",,1000000.0,"[(8, 'क')]",[8],1,8.0,क,,
2018-19,A_Capital_List,3729,CE20E101/SF1-311,CE20E101,SF1,311,,"प्रभाग क्र.8क,मध्ये औंध भागामध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(8, 'क')]",[8],1,8.0,क,,
2018-19,A_Capital_List,3730,CE20E101/SF1-312,CE20E101,SF1,312,,"प्रभाग क्र.10ब,हरीप्लाझा सोसायटी ते कृष्णलिला सोसायटी व महात्मा परिसर येथे पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'ब')]",[10],1,10.0,ब,,
2018-19,A_Capital_List,3731,CE20E101/SF1-313,CE20E101,SF1,313,,"प्रभाग क्र.10ब,विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'ब')]",[10],1,10.0,ब,,
2018-19,A_Capital_List,3732,CE20E101/SF1-314,CE20E101,SF1,314,,"प्रभाग क्र.10क,मध्ये मोकाटेनगर परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'क')]",[10],1,10.0,क,,
2018-19,A_Capital_List,3733,CE20E101/SF1-315,CE20E101,SF1,315,,"प्रभाग क्र.10क,मध्ये शांतीबन सोसायटी परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'क')]",[10],1,10.0,क,,
2018-19,A_Capital_List,3734,CE20E101/SF1-316,CE20E101,SF1,316,,"प्रभाग क्र.10क,मध्ये वृंदावन सोसायटी परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'क')]",[10],1,10.0,क,,
2018-19,A_Capital_List,3735,CE20E101/SF1-317,CE20E101,SF1,317,,"प्रभाग क्र.10ड,बावधन-कोथरूड डेपो अंतर्गत एकलव्य कॉलेज परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'ड')]",[10],1,10.0,ड,,
2018-19,A_Capital_List,3736,CE20E101/SF1-318,CE20E101,SF1,318,,प्रभाग क्र. 11 अ मध्ये सोसायट्या परिसरात विविध ठिकाणी मोठ्या व्यासाच्या पावसाळी लाईन टाकणे.,,1000000.0,"[(11, 'अ')]",[11],1,11.0,अ,,
2018-19,A_Capital_List,3737,CE20E101/SF1-319,CE20E101,SF1,319,,"प्रभाग क्र.11 ड,मध्ये विविध ठिकाणी तसेच सुतारदरा मुख्य रस्ता ते क्रांतीसेना कमान तसेच गल्ली क्र.9 व गल्ली क्र.14 येथील पावसाळी लाईन बदलणे.",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,,
2018-19,A_Capital_List,3738,CE20E101/SF1-320,CE20E101,SF1,320,,"प्रभाग क्र.11 ड, येथे विविध ठिकाणी तसेच अनंतकृपा सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व सिमेंट कॉक्रीटीकरण करणे",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,,
2018-19,A_Capital_List,3739,CE20E101/SF1-321,CE20E101,SF1,321,,"प्रभाग क्र.12 अ, स.नं.88 येथील पावसाळी लाईन दुरूस्ती करणे व साफसफाई करणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2018-19,A_Capital_List,3740,CE20E101/SF1-322,CE20E101,SF1,322,,"प्रभाग क्र.12 अ, कोथरूड गावठाण येथे नवीन पावसाळी लाईन टाकणे व साफसफाई करणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2018-19,A_Capital_List,3741,CE20E101/SF1-323,CE20E101,SF1,323,,"प्रभाग क्र.12 अ, तेजसनगर येथील पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2018-19,A_Capital_List,3742,CE20E101/SF1-324,CE20E101,SF1,324,,"प्रभाग क्र.12 अ, विविध ठिकाणी रस्त्यामधील खाली गेलेली पावसाळी चेंबर समपातळीवर उचलणे तसेच चेंबर कव्हर बदलणे",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2018-19,A_Capital_List,3743,CE20E101/SF1-325,CE20E101,SF1,325,,प्रभाग क्र. 12 ब मधील विविध ठिकाणच्या पावसाळी लाईन साफ करणे.,,1000000.0,"[(12, 'ब')]",[12],1,12.0,ब,,
2018-19,A_Capital_List,3744,CE20E101/SF1-326,CE20E101,SF1,326,,प्रभाग क्र. 13 ड मधील हॅपी कॉलनी लेन नं 1 ते कोकण एक्सप्रेस येथे पावसाळी गटार करणे.,,1000000.0,"[(13, 'ड')]",[13],1,13.0,ड,,
2018-19,A_Capital_List,3745,CE20E101/SF1-327,CE20E101,SF1,327,,प्रभाग क्र. 13 ड मधील विविध ठिकाणी पावसाळी गटारे बांधणे.,,1000000.0,"[(13, 'ड')]",[13],1,13.0,ड,,
2018-19,A_Capital_List,3746,CE20E101/SF1-328,CE20E101,SF1,328,,प्रभाग क्र. 14 अ मधील विविध ठिकाणी पावसाळी लाईन साफ सफाई करणे.,,1000000.0,"[(14, 'अ')]",[14],1,14.0,अ,,
2018-19,A_Capital_List,3747,CE20E101/SF1-329,CE20E101,SF1,329,,"प्रभाग क्र.14 ड, मध्ये विविध ठिकाणच्या पावसाळी लाईन दुरस्ती विषयक कामे करणे.",,500000.0,"[(14, 'ड')]",[14],1,14.0,ड,,
2018-19,A_Capital_List,3748,CE20E101/SF1-330,CE20E101,SF1,330,,"प्रभाग क्र.15अ,मध्ये नारायण पेठ व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे व तद्नुषंगिक कामे करणे.",,1000000.0,"[(15, 'अ')]",[15],1,15.0,अ,,
2018-19,A_Capital_List,3749,CE20E101/SF1-331,CE20E101,SF1,331,,प्रभाग क्र. 15 ब मधील शनिवार पेठ मधील उभा शनिवार रस्ता येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2018-19,A_Capital_List,3750,CE20E101/SF1-332,CE20E101,SF1,332,,प्रभाग क्र. 15 ब मधील बाजीराव रोड ते वाडीया हॉस्पिटल रस्ता येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2018-19,A_Capital_List,3751,CE20E101/SF1-333,CE20E101,SF1,333,,प्रभाग क्र. 15 ब मधील पिकॉक हॉटेल ते वाडीया हॉस्पिटल दरम्यान पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2018-19,A_Capital_List,3752,CE20E101/SF1-334,CE20E101,SF1,334,,प्रभाग क्र. 15 ब मधील सेवा मित्र मंडळ ते चिंचेची तालीम दरम्यान व प्रभागात इतरत्र पावसाळी लाईन टाकणे.,,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2018-19,A_Capital_List,3753,CE20E101/SF1-335,CE20E101,SF1,335,,प्रभाग क्र. 15 ब मधील सरस्वती विद्या मंदिर ते काळा हौद चौक दरम्यान पावसाळी लाईन टाकणे.,,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2018-19,A_Capital_List,3754,CE20E101/SF1-336,CE20E101,SF1,336,,प्रभाग क्र. 15 ड मधील नारायण पेठ व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2018-19,A_Capital_List,3755,CE20E101/SF1-337,CE20E101,SF1,337,,प्रभाग क्र. 16 अ मधील जावळे चौक ते श्रीकृष्ण चौक पावसाळी लाईन टाकणे.,,1000000.0,"[(16, 'अ')]",[16],1,16.0,अ,,
2018-19,A_Capital_List,3756,CE20E101/SF1-338,CE20E101,SF1,338,,प्रभाग क्र. 16 क मधील विविध ठिकाणी पावसाळी गटार बांधणे.,,1000000.0,"[(16, 'क')]",[16],1,16.0,क,,
2018-19,A_Capital_List,3757,CE20E101/SF1-339,CE20E101,SF1,339,,प्रभाग क्र. 16 क मधील दारुवाला पूल चौकीसमोर पावसाळी गटार बांधणे.,,200000.0,"[(16, 'क')]",[16],1,16.0,क,,
2018-19,A_Capital_List,3758,CE20E101/SF1-340,CE20E101,SF1,340,,"प्रभाग क्र. 16 क मधील 512 कसबा पेठ, कालभेरव मंदिराशेजारी बोलाट बसविणे, 413 ते 415 कसबा पेठ येथे फरशी बसविणे, दारुवाला पोलिस चौकी समोर पावसाळी गटार करणे.",,400000.0,"[(16, 'क')]",[16],1,16.0,क,,
2018-19,A_Capital_List,3759,CE20E101/SF1-341,CE20E101,SF1,341,,प्रभाग क्र. 17 अ मधील विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(17, 'अ')]",[17],1,17.0,अ,,
2018-19,A_Capital_List,3760,CE20E101/SF1-342,CE20E101,SF1,342,,प्रभाग क्र. 17 ब मधील स्वामी समर्थ मंदिर ते डावरे चौक परिसरात पावसाळी लाईन टाकणे.,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2018-19,A_Capital_List,3761,CE20E101/SF1-343,CE20E101,SF1,343,,प्रभाग क्र. 17 ब मधील तपकीर गल्ली व परिसरात पावसाळी लाईन टाकणे.,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2018-19,A_Capital_List,3762,CE20E101/SF1-344,CE20E101,SF1,344,,प्रभाग क्र. 17 ड मधील देवजीबाबा ते दगडी नागोबा पावसाळी लाईन टाकणे.,,1000000.0,"[(17, 'ड')]",[17],1,17.0,ड,,
2018-19,A_Capital_List,3763,CE20E101/SF1-345,CE20E101,SF1,345,,प्रभाग क्र. 18 ब मधील लोहिया नगर पोलिस चौकी ते जानाई मळा पर्यंतचा नवीन पावसाळी लाईन करणे व दुरुस्तीविषयक कामे करणे.,,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,,
2018-19,A_Capital_List,3764,CE20E101/SF1-346,CE20E101,SF1,346,,प्रभाग क्र. 18 ब मधील लहुजी वस्ताद चौक ते जानाई मळ्यापर्यंतचा नवीन पावसाळी लाईन करणे.,,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,,
2018-19,A_Capital_List,3765,CE20E101/SF1-347,CE20E101,SF1,347,,"प्रभाग क्र. 18 ब मधील रविवार पेठ, शुक्रवार पेठ परिसरात नवीन पावसाळी लाईन करणे.",,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,,
