fy,code,prabhag,prabhag_sub,ward_col,amount_rs,provision_rs,work_name
2019-20,CE20E101/SF1-590,40,अ,,1000000.0,1000000.0,प्रभाग क्र. 40 अ मध्ये भारती विद्यापीठ परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-591,40,क,,1000000.0,1000000.0,"प्रभाग क्र.40क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-592,41,अ,,1000000.0,1000000.0,प्रभाग क्र. 41 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-593,41,ब,,1000000.0,1000000.0,"प्रभाग क्र. 41ब, मध्ये विविध परिसरात पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-594,41,ब,,1000000.0,1000000.0,"प्रभाग क्र. 41ब,मध्ये विविध परिसरात पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-595,41,ब,,1000000.0,1000000.0,"प्रभाग क्र. 41ब, मध्ये विविध ठिकाणी पावसाळी लाईन दुरुस्ती करणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-596,41,क,,1000000.0,1000000.0,प्रभाग क्र. 41 क मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे करणे.
2019-20,CE20E101/SF1-597,18,,,1000000.0,1000000.0,"प्रभाग क्र.१८ (स्विकृत) मध्ये शुक्रवार पेठ, गुरूवार पेठ परिसर व विविध ठिकाणच्या पावसाळी लाईन साफ करणे."
2020-21,CE20E101/SF1-1,1,अ,1A,1000000.0,1000000.0,प्रभाग क्र.1अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-2,2,अ,2A,5000000.0,5000000.0,"प्रभाग क्र.2अ, मध्ये 509 चौक ते गार्डरूम येथे नव्याने रस्त्याच्या कडेने पावसाळी गटारे करणे"
2020-21,CE20E101/SF1-3,2,क,2C,1000000.0,1000000.0,"प्रभाग क्र.2क,स्व.माजी महापौर भारत सावंत पाम उदयान शेजारी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-4,2,क,2C,1000000.0,1000000.0,"प्रभाग क्र.2क,विविध ठिकाणी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-5,5,ब,5B,1000000.0,1000000.0,"प्रभाग क्र.5ब,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-6,5,क,5C,1000000.0,1000000.0,प्रभाग क्र.5 क मध्ये वडगावशेरी मध्ये पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-7,5,क,5C,1000000.0,1000000.0,प्रभाग क्र.5 क मध्ये वडगावशेरी व परिसरात पावसाळी लाईन टाकणे व सुधारणा कामे करणे
2020-21,CE20E101/SF1-8,7,ब,7B,1000000.0,1000000.0,"प्रभाग क्र.7ब,मधील जनवाडी वसाहत ते निलज्योती एम.आय.जी.पावसाळी लाईन दुरूस्त करणे"
2020-21,CE20E101/SF1-9,9,ब,9B,1000000.0,1000000.0,"प्रभाग क्र.9ब, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-10,10,अ,10A,1000000.0,1000000.0,"प्रभाग क्र.10अ, मध्ये शांतीबन चौक परिसर व इतरत्र पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-11,10,ब,10B,1000000.0,1000000.0,"प्रभाग क्र.10ब, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-12,10,ड,10D,1000000.0,1000000.0,प्रभाग क्र.10ड अंतर्गत प्रभागातील विविध ठिकाणी पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-13,11,अ,11A,1000000.0,1000000.0,"प्रभाग क्र.11 अ, मध्ये सोसायट्या परिसरात विविध ठिकाणी मोठया व्यासाच्या पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-14,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये कोथरूड गावठाण परिसरात पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2020-21,CE20E101/SF1-15,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये लक्ष्मीनगर डहाणूकर कॉलनी परिसरात पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2020-21,CE20E101/SF1-16,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये गुजरात कॉलनी परिसरात पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2020-21,CE20E101/SF1-17,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये विवेकानंद कॉलनी परिसरात पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2020-21,CE20E101/SF1-18,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये गणेश कॉलनी परिसरात पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2020-21,CE20E101/SF1-19,13,अ,13A,1000000.0,1000000.0,"प्रभाग क्र. 13 अ, मध्ये अनुरेखा सोसायटी येथे पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-20,13,अ,13A,1000000.0,1000000.0,"प्रभाग क्र. 13 अ, मध्ये शैलेश सोसायटी ते पेगसेस चौक येथे व विविध ठिकाणी पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-21,13,अ,13A,1000000.0,1000000.0,"प्रभाग क्र. 13 अ, मध्ये 7 चाळ परिसरात पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-22,13,क,13C,1000000.0,1000000.0,"प्रभाग क्र. 13 क, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-23,13,ड,13D,2000000.0,2000000.0,"प्रभाग क्र. 13 ड, मध्ये शैलेश सोसायटी येथे पावसाळी गटार (French Drainage) बांधणे."
2020-21,CE20E101/SF1-24,15,ब,15B,1000000.0,1000000.0,"प्रभाग क्र. 15 ब, मध्ये सदाशिव पेठ परिसरात व प्रभागात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-25,15,ब,15B,1000000.0,1000000.0,"प्रभाग क्र. 15 ब, मध्ये नारायण पेठ परिसरात व प्रभागात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-26,15,ड,15D,1000000.0,1000000.0,"प्रभाग क्र. 15 ड, मध्ये सदाशिव पेठ परिसरात व प्रभागात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-27,15,ड,15D,1000000.0,1000000.0,"प्रभाग क्र. 15 ड, मध्ये नारायण पेठ परिसरात व प्रभागात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-28,16,क,16C,500000.0,500000.0,"प्रभाग क्र. 16 क, मध्ये 15 ऑगस्ट चौक ते हॉटेल पद्माकृष्णा पारगे चौक पावसाळी गटार करणे. (भाग 1)"
2020-21,CE20E101/SF1-29,17,ब,17B,1000000.0,1000000.0,"प्रभाग क्र. 17 ब, मध्ये 246 गणेश पेठ ते मौलाना अब्दुल कलम आजाद पावसाळी लाइन टाकणे."
2020-21,CE20E101/SF1-30,17,ब,17B,1000000.0,1000000.0,"प्रभाग क्र. 17 ब, मध्ये पांगुळ आळी परिसरात जी.के.ट्रेडर्स गणेश पेठ या ठिकाणी पावसाळी लाइन टाकणे."
2020-21,CE20E101/SF1-31,18,ब,18B,1000000.0,1000000.0,"प्रभाग क्र.18ब,मधील जैन मंदिर ते सुभानशा दर्गा पावसाळी/ड्रेनेज लाईन टाकणे"
2020-21,CE20E101/SF1-32,18,ड,18D,1000000.0,1000000.0,"प्रभाग क्र. 18 ड, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2020-21,CE20E101/SF1-33,20,क,20C,1000000.0,1000000.0,"प्रभाग क्र. 20 क, मध्ये विविध ठिकाणी रस्ते विकसित करणे व पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-34,20,ड,20D,1000000.0,1000000.0,प्रभाग क्र. 20 ड मध्ये सेंट मिराज स्कूल समोर पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-35,20,ड,20D,1000000.0,1000000.0,प्रभाग क्र. 20 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-36,21,क,21C,1000000.0,1000000.0,"प्रभाग क्र.21क,हडपसर औद्योगिक वसाहत पावसाळी गटारे करणे"
2020-21,CE20E101/SF1-37,22,ब,22B,1000000.0,1000000.0,प्रभाग क्र.22ब मध्ये विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे व तदनुषंगिक कामे करणे
2020-21,CE20E101/SF1-38,23,क,23C,3000000.0,3000000.0,प्रभाग क्र. 23 क मध्ये स.नं. 34 दगडखाणी मधील पावसाचे पाणी बाहेर काढण्यासाठी पावसाळी लाईन मारणे.
2020-21,CE20E101/SF1-39,25,ब,25B,1000000.0,1000000.0,"प्रभाग क्र.25ब,मध्ये विविध ठिकाणी ड्रेनेज चेंबर समपातळीत करणे व पावसाळी जाळ्या बसविणे"
2020-21,CE20E101/SF1-40,27,अ,27A,1000000.0,1000000.0,"प्रभाग क्र. 27 अ, मध्ये साईबाबा नगर व विविध परिसरात नवीन पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-41,27,अ,27A,1000000.0,1000000.0,"प्रभाग क्र. 27 अ, मध्ये विविध ठिकाणी नवीन पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-42,28,अ,28A,1000000.0,1000000.0,प्रभाग क्र.२८ अ मधील मीरा आनंद परिसरात पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-43,28,ब,28B,1000000.0,1000000.0,"प्रभाग क्र.28ब, मध्ये धनुर्धारी सोसायटी ते हाईड पार्क सोसायटी परिसरात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2020-21,CE20E101/SF1-44,28,ब,28B,1000000.0,1000000.0,"प्रभाग क्र.28ब, मध्ये धनुर्धारी सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2020-21,CE20E101/SF1-45,28,क,28C,1000000.0,1000000.0,प्रभाग क्र.28क महर्षीनगर येथे विविध ठिकाणी पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-46,28,क,28C,1000000.0,1000000.0,प्रभाग क्र.28क मुकुंदनगर येथे विविध ठिकाणी पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-47,28,ड,28D,1000000.0,1000000.0,प्रभाग क्र.28ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे
2020-21,CE20E101/SF1-48,29,अ,29A,4000000.0,4000000.0,प्रभाग क्र. 29 अ मध्ये पर्वती ब्रिज ते निलायम टॉकीजच्या दोन्ही बाजूस पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-49,29,अ,29A,1000000.0,1000000.0,प्रभाग क्र. 29 अ मध्ये विविध ठिकाणच्या पावसाळी लाईन दुरूस्त करणे
2020-21,CE20E101/SF1-50,29,अ,29A,1000000.0,1000000.0,प्रभाग क्र. 29 अ मध्ये मित्र मंडळ कॉलनी मध्ये पावसाळी लाईनचे काम करणे
2020-21,CE20E101/SF1-51,29,अ,29A,1000000.0,1000000.0,प्रभाग क्र. 29 अ मध्ये पर्वती गावामध्ये पावसाळी लाईन टाकणे
2020-21,CE20E101/SF1-52,29,अ,29A,1000000.0,1000000.0,प्रभाग क्र. 29 अ मध्ये दादावाडी मध्ये पावसाळी लाईनची दुरूस्ती करणे
2020-21,CE20E101/SF1-53,31,अ,31A,1000000.0,1000000.0,प्रभाग क्र. 31 अ मध्ये विविध भागात पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-54,31,क,31C,1000000.0,1000000.0,प्रभाग क्र. 31 क येथे विविध ठिकाणी पावसाळी चेंबर सफाई करणे.
2020-21,CE20E101/SF1-55,31,क,31C,1000000.0,1000000.0,प्रभाग क्र. 31 क येथे विविध ठिकाणी नवीन पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-56,31,क,31C,2000000.0,2000000.0,प्रभाग क्र. 31 क येथे विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-57,31,क,31C,1000000.0,1000000.0,प्रभाग क्र. 31 क येथे श्रीराम सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-58,31,ड,31D,1000000.0,1000000.0,प्रभाग क्र. 31 ड मध्ये पावसाळी लाईन दुरुस्ती करणे.
2020-21,CE20E101/SF1-59,31,ड,31D,1000000.0,1000000.0,प्रभाग क्र. 31 ड मध्ये पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-60,32,अ,32A,1000000.0,1000000.0,प्रभाग क्र. 32 अ मध्ये वारजे हायवे चौक ते सह्याद्री स्कुल पर्य़ंत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-61,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये राजयोग सोसायटी परिसरात पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-62,32,क,32C,2500000.0,2500000.0,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी मुख्य रस्त्यावर पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-63,32,क,32C,2000000.0,2000000.0,प्रभाग क्र. 32 क मध्ये नादब्रम्ह सोसायटी शेजारील पुणे मनपाच्या राखीव जागेत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-64,32,क,32C,3000000.0,3000000.0,प्रभाग क्र. 32 क मध्ये डिपी रस्त्यालगत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-65,33,अ,33A,1000000.0,1000000.0,"प्रभाग क्र. 33 अ मधील वडगाव बुद्रुक, वडगाव खुर्द, धायरी विविध ठिकाणी पावसाळी लाईन विकसित करणे, दुरुस्त करणे व इतर तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-66,34,ड,34D,2500000.0,2500000.0,प्रभाग क्र. 34 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-67,35,अ,35A,1000000.0,1000000.0,"प्रभाग क्र. 35 अ, मध्ये सहकार नगर नं.2 व परिसरात पावसाळी लाईन विषयक कामे करणे."
2020-21,CE20E101/SF1-68,35,ब,35B,1000000.0,1000000.0,प्रभाग क्र. 35 ब मधील शिवदर्शन येथील चाळ नं. 133 ते 130 पर्यंत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-69,35,ब,35B,1000000.0,1000000.0,प्रभाग क्र. 35 ब मधील शिवदर्शन चौक ते बौध्द विहार येथे पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-70,35,ब,35B,1000000.0,1000000.0,प्रभाग क्र. 35 ब मधील राजीव गांधी शाळेमागील बाजूस समज्योता मित्र मंडळपर्यंत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-71,37,अ,37A,1000000.0,1000000.0,प्रभाग क्र. 37 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-72,37,अ,37A,1000000.0,1000000.0,प्रभाग क्र. 37 अ मध्ये पी.एम.टी. कॉलनी ते गॅस गोडाऊन पर्यंत पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-73,37,ब,37B,1000000.0,1000000.0,प्रभाग क्र. 37 ब मध्ये पी.एम.टी. कॉलनी येथे पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-74,37,ब,37B,1000000.0,1000000.0,प्रभाग क्र. 37 ब मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-75,38,अ,38A,1000000.0,1000000.0,प्रभाग क्र. 38 अ बालाजीनगर-राजीव गांधीनगर मध्ये विविध ठिकाणी स्ट्रॉम वॉटर लाईन टाकणे.
2020-21,CE20E101/SF1-76,38,क,38C,2500000.0,2500000.0,प्रभाग क्र. 38 क मध्ये वाघजाईनगर व प्रभागात विविध ठिकाणी कल्व्हर्ट विकसित करणे.
2020-21,CE20E101/SF1-77,38,क,38C,1500000.0,1500000.0,प्रभाग क्र. 38 क मध्ये गुजरवस्ती येथे व प्रभागात विविध ठिकाणी कल्व्हर्ट विकसित करणे.
2020-21,CE20E101/SF1-78,40,क,40C,1000000.0,1000000.0,प्रभाग क्र. 40 क मधील विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.
2020-21,CE20E101/SF1-79,40,क,40C,1000000.0,1000000.0,प्रभाग क्र. 40 क मधील दत्तनगर परिसर व विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.
2020-21,CE20E101/SF1-80,40,ड,40D,1000000.0,1000000.0,प्रभाग क्र. 40 ड मध्ये नॅन्सी लेक होम येथे पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-81,41,अ,41A,1000000.0,1000000.0,प्रभाग क्र. 41 अ मध्ये कोंढवा बु. विविध ठिकाणी पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-82,41,ब,41B,1000000.0,1000000.0,प्रभाग क्र. 41 ब मध्ये विविध ठिकाणी पावसाळी लाईन दुरुस्ती करणे व तदनुषंगिक कामे करणे.
2020-21,CE20E101/SF1-83,68,,68S,1000000.0,1000000.0,प्रभाग क्र.68 मध्ये तळजाई झोपडपट्टी म्हसोबा मंदिर येथे पावसाळी लाईन टाकणे.
2020-21,CE20E101/SF1-84,17,,17,1500000.0,1500000.0,"प्रभाग क्र. 17, मध्ये सत्यनारायण मंदिर, रविवार पेठ ते लोणार आळी पावसाळी गटार लाईन टाकणे."
2020-21,CE20E101/SF1-86,15,अ,15A,2000000.0,2000000.0,"प्रभाग क्र.15 अ, मध्ये शिवाजी रस्ता येथे पावसाळी लाईन टाकणे व प्रभागामध्ये तदनुषंगिक कामे करणे"
2020-21,CE20E101/SF1-87,15,अ,15A,1000000.0,1000000.0,"प्रभाग क्र.15 अ, मध्ये लक्ष्मी रस्ता येथे पावसाळी लाईन टाकणे व प्रभागामध्ये तदनुषंगिक कामे करणे"
2020-21,CE20E101/SF1-88,15,अ,15A,2000000.0,2000000.0,"प्रभाग क्र.15 अ, मध्ये टिळक रस्ता ते पेरुगेट पोलीस चौकी पावसाळी लाईन टाकणे व प्रभागामध्ये तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-89,15,अ,15A,1000000.0,1000000.0,"प्रभाग क्र.15 अ, मध्ये केळकर रस्ता येथे पावसाळी लाईन टाकणे व प्रभागामध्ये तदनुषंगिक कामे करणे."
2020-21,CE20E101/SF1-90,15,अ,15A,1000000.0,1000000.0,"प्रभाग क्र.15 अ, मध्ये टिळक रस्ता येथे पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-91,15,अ,15A,1000000.0,1000000.0,"प्रभाग क्र.15 अ, मध्ये फरासखाना चौक ते अप्पा बळवंत चौक पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-92,36,ड,36D,2000000.0,2000000.0,"प्रभाग क्र. 36 ड, मध्ये गुरुगणेश सोसायटी पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-93,36,ड,36D,2000000.0,2000000.0,"प्रभाग क्र. 36 ड, मध्ये संत एकनाथ नगर मध्ये पावसाळी लाईन टाकणे."
2020-21,CE20E101/SF1-94,29,ड,29D,2000000.0,2000000.0,प्रभाग क्र. 29 ड – विविध ठिकाणी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-101,2,क,2C,1000000.0,1000000.0,"प्रभाग क्र.2क, विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-102,3,ड,3D,10000000.0,10000000.0,प्रभाग क्र.३ ड मधील म.गांधीनगर ते कोणार्क टेरेस व जयप्रकाश नगरकडून येवून नगररोड क्रॉस पावसाळी बंदिस्त नाल्यापर्यंत साधारण ९०० एमएमची पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-103,4,ब,4B,1000000.0,1000000.0,"प्रभाग क्र.4ब, साईनगरी येथील गल्ली नं.14 व 15 येथील पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-104,7,क,7C,1000000.0,1000000.0,"प्रभाग क्र.7क, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-105,9,ब,9B,1000000.0,1000000.0,"प्रभाग क्र.9ब, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-106,10,क,10C,1000000.0,1000000.0,प्रभाग क्र. 10 क मधील विविध ठिकाणी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-107,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे"
2021-22,CE20E101/SF1-108,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये आझादनगर परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे"
2021-22,CE20E101/SF1-109,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये विवेकानंद कॉलनी परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे"
2021-22,CE20E101/SF1-110,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये लक्ष्मीनगर डहाणूकर कॉलनी पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे कऱणे"
2021-22,CE20E101/SF1-111,12,अ,12A,1000000.0,1000000.0,"प्रभाग क्र. 12 अ, मध्ये गुजरात कॉलनी परिसर पावसाळी लाईन टाकणे व दुरूस्ती विषयक कामे करणे"
2021-22,CE20E101/SF1-112,13,ब,13B,2000000.0,2000000.0,"प्रभाग क्र. 13 ब, मध्ये ड्रेनेज व पावसाळी लाईनचे काम झाले असल्याने खराब झालेला, भोंडे कॉलनीतील प्राईम फर्निशिंग चौक मास्टिक करणे"
2021-22,CE20E101/SF1-113,13,क,13C,1500000.0,1500000.0,"प्रभाग क्र. 13 क, हॅपी कॉलनी एरंडवणे येथे विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-114,13,ड,13D,500000.0,500000.0,"प्रभाग क्र. 13 ड, 3 चाळ पूरग्रस्त वसाहत येथे पावसाळी ड्रेनेज बांधणे"
2021-22,CE20E101/SF1-115,15,ब,15B,1000000.0,1000000.0,"प्रभाग क्र. 15 ब, मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळा लाईन टाकणे"
2021-22,CE20E101/SF1-116,15,ड,15D,1000000.0,1000000.0,"प्रभाग क्र. 15 ड, मध्ये नारायण पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2021-22,CE20E101/SF1-117,15,ड,15D,1000000.0,1000000.0,"प्रभाग क्र. 15 ड, मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2021-22,CE20E101/SF1-118,22,ब,22B,1000000.0,1000000.0,"प्रभाग क्र. 22 ब, मध्ये विविध पावसाळी लाईन विषयक कामे करणे व इतर अनुषंगिक कामे करणे."
2021-22,CE20E101/SF1-119,25,ब,25B,2500000.0,2500000.0,"प्रभाग क्र. 25 ब, वानवडी येथील गंगा सॅटेलाईट येथे नव्याने कल्व्हर्ट बांधणे."
2021-22,CE20E101/SF1-120,25,ब,25B,2500000.0,2500000.0,"प्रभाग क्र. 25 ब, वानवडी येथील विकासनगर काळूबाई मंदिर येथे नाल्यावर कल्व्हर्ट बांधणे."
2021-22,CE20E101/SF1-121,25,ब,25B,2500000.0,2500000.0,प्रभाग क्र.25 ब वानवडी येथील काळूबाई मंदिर कलव्हर्ट बांधणे.
2021-22,CE20E101/SF1-122,27,अ,27A,1000000.0,1000000.0,"प्रभाग क्र. 27 अ, विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे."
2021-22,CE20E101/SF1-123,28,क,28C,1000000.0,1000000.0,"प्रभाग क्र. 28 क, येथे महर्षीनगर भागात पावसाळी लाईन टाकणे."
2021-22,CE20E101/SF1-124,28,क,28C,1000000.0,1000000.0,"प्रभाग क्र. 28 क, येथे मुकुंदनगर परिसरात पावसाळी लाईन टाकणे."
2021-22,CE20E101/SF1-125,28,ड,28D,1000000.0,1000000.0,प्रभाग क्रं. 28 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.
2021-22,CE20E101/SF1-126,28,ड,28D,1000000.0,1000000.0,प्रभाग क्रं. 28 ड मध्ये विविध ठिकाणी रस्त्यावरील खाली गेलेली चेंबरची झाकणे व पावसाळी लाईनची झाकणे समपातळी व चेंबरची झाकणे बसविणे.
2021-22,CE20E101/SF1-127,31,क,31C,1000000.0,1000000.0,"प्रभाग क्र. 31 क, विविध ठिकाणी पावसाळी चेंबर सफाई करणे."
2021-22,CE20E101/SF1-128,31,क,31C,1000000.0,1000000.0,"प्रभाग क्र. 31 क, विविध ठिकाणी नवीन पावसाळी लाईन टाकणे."
2021-22,CE20E101/SF1-129,33,अ,33A,1000000.0,1000000.0,"प्रभाग क्र. 33 अ, व़डगाव बुद्रुक विविध ठिकाणी पावसाळी लाईन विकसित करणे, दुरुस्त करणे, साफ करणे इत्यादी तदनुषंगिक कामे करणे."
2021-22,CE20E101/SF1-130,33,अ,33A,1000000.0,1000000.0,"प्रभाग क्र. 33 अ, वडगाव बुद्रुक येथील किर्तीनगर, पावंजाईनगर ते हायवे पूल कल्व्हर्ट पूर्ण करणे."
2021-22,CE20E101/SF1-131,33,ब,33B,1000000.0,1000000.0,"प्रभाग क्र. 33 ब, नवले ब्रीज ते विश्वास हॉटेल पावसाळी लाईन करणे."
2021-22,CE20E101/SF1-132,34,ड,34D,1000000.0,1000000.0,"प्रभाग क्र. 34 ड, विविध ठिकाणी पावसाळी लाईन टाकणे."
2021-22,CE20E101/SF1-133,35,अ,35A,1000000.0,1000000.0,प्रभाग क्रं. ३५ अ मधील सहकारनगर नं. २ व विविध ठिकाणी पावसाळी लाईन विषयक कामे करणे.
2021-22,CE20E101/SF1-134,35,अ,35A,1000000.0,1000000.0,प्रभाग क्रं. ३५ अ मधील शाहू वसाहत येथे पावसाळी चेंबर दुरुस्ती व साफसफाई करणे.
2021-22,CE20E101/SF1-135,37,ब,37B,1000000.0,1000000.0,प्रभाग क्रं. ३७ ब मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-136,37,ब,37B,1000000.0,1000000.0,"प्रभाग क्रं. ३७ ब मध्ये पी.एम.टी. कॉलनी, महेश सोसायटी येथील पावसाळी लाईन वरील चेंबर दुरुस्ती करणे व लोखंडी जाळ्या बसविणे."
2021-22,CE20E101/SF1-137,41,अ,41A,1000000.0,1000000.0,प्रभाग क्र.४१ अ कोंढवा बुद्रुक व परिसरामध्ये पावसाळी लाईन विकसित करणे.
2021-22,CE20E101/SF1-138,42,अ,42A,1000000.0,1000000.0,प्रभाग क्र. ४२ अ मध्ये फुरसुंगी येथे अंतर्गत पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-139,20,क,20C,1000000.0,1000000.0,"प्रभाग क्र. 20 क,मध्ये विविध ठिकाणी पावसाळी लाईन साफ करणे व इतर तदनुषंगिक कामे करणे"
