fy,table,sheet,sr,col0_wardnumbers,ward_office,account_code,dept,amount_lakh
2023-24,CitizensPlan,CitizensPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,10.0
2023-24,CitizensPlan,CitizensPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,10.0
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,15.0
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,25.0
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,15.0
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,15.0
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,50.0
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,75.0
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,20.0
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,10.0
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,5.0
2023-24,CitizensPlan,CitizensPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,70.0
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,10.0
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,25.0
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,35.0
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,5.0
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,
2023-24,CitizensPlan,CitizensPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,15.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,75.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,20.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,55.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,120.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,27.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,20.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,17.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,120.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,7.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,3.0,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,32.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,50.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,55.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,45.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,15.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,75.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,40.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,50.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,45.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,55.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,5.0,,शिवाजीनगर - घोलेरोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,100.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,70.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,50.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,55.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,20.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,115.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,120.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,50.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,25.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,8.0,,सिंहगडरोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,70.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,25.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,35.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,15.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,15.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,45.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,55.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,10.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,40.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,45.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,115.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,5.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,15.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,125.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,102.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,33.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,4.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,86.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,58.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,49.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,58.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,69.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,65.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,57.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,32.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,10.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,32.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,14.0,,भवानीपेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,92.5
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,60.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,45.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,30.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,10.0
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,
2023-24,CitizensNonPlan,CitizensNonPlan2324,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,150.0
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,185.0
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,85.0
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,10.0
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2024-25,WardOfficePlan,WardOfficePlan2425,1.0,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,100.0
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2024-25,WardOfficePlan,WardOfficePlan2425,2.0,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,10.0
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2024-25,WardOfficePlan,WardOfficePlan2425,3.0,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2024-25,WardOfficePlan,WardOfficePlan2425,4.0,"8, 9",औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
