fy,table,sheet,sr,col0_wardnumbers,ward_office,account_code,dept,amount_lakh
2018-19,CitizensNonPlan,CitizensNonPlan1819,7.0,"35, 39, 40",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,19.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,7.0,"35, 39, 40",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,7.0,"35, 39, 40",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,3.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,7.0,"35, 39, 40",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,10.5
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,65.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,45.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,79.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,5.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,8.0,"30, 33, 34",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,106.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,29.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,33.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,7.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,40.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,9.0,"13, 31, 32",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,50.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,74.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,15.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,5.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,10.0,"22, 23, 26",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,15.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,89.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,20.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,10.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,14.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,13.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,11.0,"24, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,65.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,86.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,35.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,0.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,12.0,"38, 41",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,79.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,110.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,25.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,77.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,58.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,5.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,13.0,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,25.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,75.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,25.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,25.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,83.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,22.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,14.0,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,70.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A302,Roads,50.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C302,Electrical,5.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C302,Buildings,35.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B302,Slum,35.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B302,WaterSupply,5.0
2018-19,CitizensNonPlan,CitizensNonPlan1819,15.0,"28, 36, 37",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A302,Sewerage_foul,70.0
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,65.0
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,15.0
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,7.5
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,17.5
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,28.5
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,14.0
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,16.5
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,10.0
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,2.5
2019-20,WardOfficePlan,WardOfficePlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,72.5
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,9.5
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,2.5
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,12.5
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,100.0
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,5.0
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,10.0
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,5.0
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,50.0
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,155.0
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,5.0
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,5.0
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,72.5
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,92.5
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,32.5
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,30.0
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,22.5
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,122.5
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,
2019-20,WardOfficePlan,WardOfficePlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A176,Roads,40.0
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C118,Electrical,55.0
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A114,Buildings,12.5
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A118,Slum,
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A115,WaterSupply,5.0
2019-20,WardOfficePlan,WardOfficePlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,132.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,150.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,40.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,80.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,22.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,20.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,137.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,150.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,47.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,103.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,40.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,109.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,83.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,25.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,56.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,60.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,75.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,68.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,35.0
