year,block,sr,prabhag_list,ward_office,*DEPT*,roads_W2,electric_W1,buildings_W4,slum_W5,water_W6,sewerage_W7,total_lakh
2025-26,WardOfficePlan,13,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,WardOfficePlan,14,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,WardOfficePlan,15,"28, 36, 37***",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,50.0,90.0,45.0,20.0,0.0,70.0,275.0
2025-26,WardOfficeNonPlan,1,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,,90.0,90.0,50.0,60.0,0.0,165.0,455.0
2025-26,WardOfficeNonPlan,2,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,,205.0,105.0,150.0,130.0,0.0,310.0,900.0
2025-26,WardOfficeNonPlan,3,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,,145.0,85.0,85.0,145.0,0.0,140.0,600.0
2025-26,WardOfficeNonPlan,4,"8, 9",औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,,120.0,120.0,120.0,120.0,0.0,120.0,600.0
2025-26,WardOfficeNonPlan,5,"7, 14",शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,,120.0,120.0,120.0,120.0,0.0,120.0,600.0
2025-26,WardOfficeNonPlan,6,"10, 11, 12",कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,,200.0,150.0,140.0,155.0,0.0,255.0,900.0
2025-26,WardOfficeNonPlan,7,"35, 39, 40, 42**",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,,135.0,0.0,55.0,25.0,0.0,85.0,300.0
2025-26,WardOfficeNonPlan,8,"30, 33, 34, 42**",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,,131.0,120.0,156.0,83.0,0.0,170.0,660.0
2025-26,WardOfficeNonPlan,9,"13, 31, 32, 42**",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,,270.0,30.0,105.0,95.0,0.0,225.0,725.0
2025-26,WardOfficeNonPlan,10,"22, 23, 26, 42**",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,,120.0,132.0,42.5,3.0,0.0,311.5,609.0
2025-26,WardOfficeNonPlan,11,"24***, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,,235.0,80.0,90.0,55.0,0.0,280.0,740.0
2025-26,WardOfficeNonPlan,12,"38, 41, 42**",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,62.0,115.0,55.0,20.0,0.0,109.0,361.0
2025-26,WardOfficeNonPlan,13,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,,230.0,90.0,220.0,180.0,0.0,180.0,900.0
2025-26,WardOfficeNonPlan,14,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,,135.0,180.0,190.0,85.0,0.0,310.0,900.0
2025-26,WardOfficeNonPlan,15,"28, 36, 37***",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,145.0,80.0,85.0,45.0,0.0,195.0,550.0
2025-26,CitizensPlan,1,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,,28.0,42.0,0.0,0.0,0.0,85.0,155.0
2025-26,CitizensPlan,2,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,3,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,4,"8, 9",औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,5,"7, 14",शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,6,"10, 11, 12",कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,7,"35, 39, 40, 42**",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,,48.0,55.0,50.0,0.0,0.0,10.0,163.0
2025-26,CitizensPlan,8,"30, 33, 34, 42**",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,,59.0,15.0,0.0,0.0,5.0,25.0,104.0
2025-26,CitizensPlan,9,"13, 31, 32, 42**",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,,45.0,15.0,35.0,5.0,0.0,10.0,110.0
2025-26,CitizensPlan,10,"22, 23, 26, 42**",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,,10.0,10.0,20.0,0.0,0.0,0.0,40.0
2025-26,CitizensPlan,11,"24***, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,,30.0,0.0,0.0,0.0,0.0,45.0,75.0
2025-26,CitizensPlan,12,"38, 41, 42**",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,48.0,0.0,0.0,0.0,0.0,40.0,88.0
2025-26,CitizensPlan,13,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,14,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,CitizensPlan,15,"28, 36, 37***",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,5.0,15.0,32.0,5.0,0.0,15.0,72.0
2025-26,CitizensNonPlan,1,"3, 4, 5, 42**",नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,,30.0,35.0,5.0,15.0,0.0,68.0,153.0
2025-26,CitizensNonPlan,2,"1, 2, 6",येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,,80.0,35.0,45.0,55.0,0.0,85.0,300.0
2025-26,CitizensNonPlan,3,"20, 21",ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,,35.0,17.5,52.5,55.0,0.0,40.0,200.0
2025-26,CitizensNonPlan,4,"8, 9",औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,,60.0,0.0,50.0,30.0,0.0,60.0,200.0
2025-26,CitizensNonPlan,5,"7, 14",शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,,40.0,40.0,40.0,40.0,0.0,40.0,200.0
2025-26,CitizensNonPlan,6,"10, 11, 12",कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,,65.0,30.0,60.0,60.0,0.0,85.0,300.0
2025-26,CitizensNonPlan,7,"35, 39, 40, 42**",धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,,40.0,0.0,20.0,15.0,0.0,70.0,145.0
2025-26,CitizensNonPlan,8,"30, 33, 34, 42**",सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,,66.0,35.0,10.0,15.0,0.0,78.0,204.0
2025-26,CitizensNonPlan,9,"13, 31, 32, 42**",वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,,30.0,33.0,10.0,30.0,0.0,95.0,198.0
2025-26,CitizensNonPlan,10,"22, 23, 26, 42**",हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,,80.0,75.0,30.0,0.0,0.0,83.0,268.0
2025-26,CitizensNonPlan,11,"24***, 25, 27",वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,,65.0,20.0,30.0,25.0,0.0,60.0,200.0
2025-26,CitizensNonPlan,12,"38, 41, 42**",कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,25.0,41.0,12.0,0.0,0.0,42.0,120.0
2025-26,CitizensNonPlan,13,"15, 16, 29",कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,,64.0,46.0,62.5,60.0,4.5,63.0,300.0
2025-26,CitizensNonPlan,14,"17, 18, 19",भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,,40.0,85.0,35.0,35.0,0.0,105.0,300.0
2025-26,CitizensNonPlan,15,"28, 36, 37***",बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,,38.0,35.0,35.0,35.0,0.0,60.0,203.0
