pdf_page,functionary_code,functionary_name,gl_code,cost_centre,work_name,revised_est,budget_est
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600301,1000100000,HO - M.S. MS 50,50,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600610,1000100000,HO - M.S. MS ...,100,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600950,1000100000,HO - M.S. MS ... 25 cegK³eeue³e-ce.ve.Hee.meef®eJe,25,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700100,1000100101,Mayor's Bunglow -M.S. MS ...,1000,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700102,1000100000,HO - M.S. MS ... 50 cegK³eeue³e-ce.ve.Hee.meef®eJe,50,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700103,1000100000,HO - M.S. MS ... 100 cegK³eeue³e-ce.ve.Hee.meef®eJe,100,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700104,1000100000,HO - M.S. MS ... 100 cegK³eeue³e-ce.ve.Hee.meef®eJe,100,
17,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700201,1000100000,HO - M.S. MS ... 25 cegK³eeue³e-ce.ve.Hee.meef®eJe,25,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600200,1000100000,HO - M.S. MS 50 50 cegK³eeue³e-ce.ve.Hee.meef®eJe,50,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600301,1000100000,HO - M.S. MS 50 50 cegK³eeue³e-ce.ve.Hee.meef®eJe,50,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410600320,1000100000,HO - M.S. MS 300 300 cegK³eeue³e-ce.ve.Hee.meef®eJe,300,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700104,1000100000,HO - M.S. MS ... 25 cegK³eeue³e-ce.ve.Hee.meef®eJe,25,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,410700201,1000100000,HO - M.S. MS ... 25 cegK³eeue³e-ce.ve.Hee.meef®eJe,25,
18,10,Municipal Secretary keÀe³e& keÀjCeejs Keeles : ceneveiejHeeefuekeÀe meef®eJe,501000002,1000100000,MS ... 200 DeeefCe meJe& ÒekeÀej®eer efJeÐegle,200,
21,11,Municipal Chief Auditor's Deptt. keÀe³e& keÀjCeejs Keeles : ce.ve.Hee.cegK³e uesKee Heefj#ekeÀ,410600000,1000110000,HO - M.C.A. MCA 1000,1500,
21,11,Municipal Chief Auditor's Deptt. keÀe³e& keÀjCeejs Keeles : ce.ve.Hee.cegK³e uesKee Heefj#ekeÀ,410700000,1000110000,HO - M.C.A. MCA 764,200,
22,11,Municipal Chief Auditor's Deptt. keÀe³e& keÀjCeejs Keeles : ce.ve.Hee.cegK³e uesKee Heefj#ekeÀ,410600200,1000110000,HO - MCA MCA 461,100,
22,11,Municipal Chief Auditor's Deptt. keÀe³e& keÀjCeejs Keeles : ce.ve.Hee.cegK³e uesKee Heefj#ekeÀ,410700000,1000110000,HO - M.C.A. MCA 142,50,
26,11,Departments related to General Administration and Ward Management,410400034,1000125437,H. R. Module Training Centre M.C. 200 200 S®e.Deej. cee@[³etue ì^sefvebie meWìj,200,
26,11,Departments related to General Administration and Ward Management,410400034,4010120000,A Ward M.C. 100 100 S efJeYeeie,100,
26,11,Departments related to General Administration and Ward Management,410400034,4020120000,B Ward M.C. 100 100 yeer efJeYeeie,100,
