fy,dept,dept_name,acct,acct_name,act_y3,act_y2,orig_y1,rev_y1,est_comm,est_standing,est_board,fy_act_y3,fy_act_y2,fy_y1
2025-26,962,Zonal Capital Works,64507,Drainage - General,5694.86,6309.78,9565.77,7315.00,9050.00,9050.00,,2022-23,2023-24,2024-25
2025-26,962,Zonal Capital Works,64509,Storm Water Drain - General,1253.80,2205.81,3449.12,2610.00,4200.00,4200.00,,2022-23,2023-24,2024-25
2025-26,962,Zonal Capital Works,78313,Drainage facility in chalis & slums,218.36,222.50,180.00,142.50,317.00,317.00,,2022-23,2023-24,2024-25
2025-26,962,Zonal Capital Works,TOTAL,Zonal Capital Works - department total,30749.17,35487.35,65000.00,43000.00,100000.00,100000.00,,2022-23,2023-24,2024-25
2025-26,967,JNNURM Project,64509,Storm Water Drain - General,127.59,0.00,0.00,0.00,0.00,0.00,,2022-23,2023-24,2024-25
2025-26,967,JNNURM Project,64518,Drainage Project,172.48,0.00,0.00,0.00,0.00,0.00,,2022-23,2023-24,2024-25
2025-26,968,,64505,STP Vasna/Pirana,0.00,326.31,2500.00,2000.00,5000.00,5000.00,,2022-23,2023-24,2024-25
2025-26,968,,64507,Drainage - General,2827.65,1848.61,1000.00,2700.00,2000.00,2000.00,,2022-23,2023-24,2024-25
2025-26,968,,64509,Storm Water Drain - General,1248.32,1206.89,2000.00,500.00,2000.00,2000.00,,2022-23,2023-24,2024-25
2025-26,968,,64518,Drainage Project,8532.78,14575.91,5000.00,7500.00,5000.00,5000.00,,2022-23,2023-24,2024-25
2025-26,968,,64519,Kharicut Canal,4954.68,35298.16,22500.00,23500.00,37100.00,37100.00,,2022-23,2023-24,2024-25
2025-26,968,,78313,Drainage facility in chalis & slums,91.30,0.00,25.00,25.00,125.00,125.00,,2022-23,2023-24,2024-25
2025-26,969,,64505,STP Vasna/Pirana,4075.48,237.78,10000.00,12500.00,17500.00,17500.00,,2022-23,2023-24,2024-25
2025-26,969,,64518,Drainage Project,0.00,6059.38,15000.00,30000.00,22500.00,22500.00,,2022-23,2023-24,2024-25
2025-26,952,Drainage Project,TOTAL,Drainage Project - department total,0.00,1289.91,1500.00,1500.00,1500.00,1500.00,,2022-23,2023-24,2024-25
2026-27,325,Branch Sewage Pumping Station,64505,STP Vasna/Pirana,1026.43,1228.80,2000.00,2760.95,2959.35,2959.35,,2023-24,2024-25,2025-26
2026-27,325,Branch Sewage Pumping Station,64507,Drainage - General,0.00,0.00,1500.00,1000.00,1000.00,1000.00,,2023-24,2024-25,2025-26
2026-27,371,,78313,Drainage facility in chalis & slums,0.00,0.00,25.00,25.00,25.00,25.00,,2023-24,2024-25,2025-26
2026-27,925,,64505,STP Vasna/Pirana,0.00,0.00,0.00,0.00,3500.00,3500.00,,2023-24,2024-25,2025-26
2026-27,925,,64518,Drainage Project,0.00,0.00,0.00,0.00,5000.00,5000.00,,2023-24,2024-25,2025-26
2026-27,951,Water Project,TOTAL,Water Project - department total,6091.08,6944.43,19450.00,14410.33,13835.50,22835.50,,2023-24,2024-25,2025-26
2026-27,951,Water Project,64505,STP Vasna/Pirana,0.00,17660.53,13500.00,27537.79,20087.72,30587.72,,2023-24,2024-25,2025-26
2026-27,951,Water Project,64507,Drainage - General,0.00,0.00,8250.00,200.00,250.00,5250.00,,2023-24,2024-25,2025-26
2026-27,951,Water Project,64509,Storm Water Drain - General,148.32,1442.33,11500.00,6497.51,7749.00,7749.00,,2023-24,2024-25,2025-26
2026-27,951,Water Project,64518,Drainage Project,-4196.76,8787.82,14430.00,16025.81,17008.43,34008.43,,2023-24,2024-25,2025-26
2026-27,951,Water Project,64519,Kharicut Canal,0.00,26820.36,10000.00,0.00,0.00,0.00,,2023-24,2024-25,2025-26
2026-27,952,Drainage Project,TOTAL,Drainage Project - department total,-3957.10,55286.92,57905.00,50906.01,45395.15,77895.15,,2023-24,2024-25,2025-26
2026-27,962,Zonal Capital Works,64507,Drainage - General,6309.78,7116.28,9050.00,10016.70,15574.28,15574.28,,2023-24,2024-25,2025-26
2026-27,962,Zonal Capital Works,64509,Storm Water Drain - General,2205.81,1602.65,4200.00,4902.89,6471.86,6471.86,,2023-24,2024-25,2025-26
2026-27,962,Zonal Capital Works,78313,Drainage facility in chalis & slums,222.50,134.46,317.00,132.00,255.99,255.99,,2023-24,2024-25,2025-26
2026-27,962,Zonal Capital Works,TOTAL,Zonal Capital Works - department total,35487.35,36318.86,100000.00,70205.51,111265.62,111265.62,,2023-24,2024-25,2025-26
2026-27,968,,64505,STP Vasna/Pirana,326.31,5635.05,5000.00,20082.50,16552.55,16552.55,,2023-24,2024-25,2025-26
2026-27,968,,64507,Drainage - General,1848.61,2332.79,2000.00,3012.75,3500.00,3500.00,,2023-24,2024-25,2025-26
2026-27,968,,64509,Storm Water Drain - General,1206.89,345.09,2000.00,1500.00,4000.00,4000.00,,2023-24,2024-25,2025-26
2026-27,968,,64518,Drainage Project,14575.91,5232.68,5000.00,3597.81,7500.00,7500.00,,2023-24,2024-25,2025-26
2026-27,968,,64519,Kharicut Canal,35298.16,0.00,37100.00,12549.67,37500.00,37500.00,,2023-24,2024-25,2025-26
2026-27,968,,78313,Drainage facility in chalis & slums,0.00,0.00,125.00,125.00,150.00,150.00,,2023-24,2024-25,2025-26
2026-27,969,,64505,STP Vasna/Pirana,237.78,1204.50,17500.00,3004.26,17529.15,17529.15,,2023-24,2024-25,2025-26
2026-27,969,,64518,Drainage Project,6059.38,56530.05,22500.00,40004.70,25000.00,25000.00,,2023-24,2024-25,2025-26
2026-27,952,Drainage Project,TOTAL,Drainage Project - department total,1289.91,7317.00,1500.00,3500.00,6500.00,6500.00,,2023-24,2024-25,2025-26
