city,step,beta,se,p
mumbai,(1) hazard -> TOTAL ward capital,0.04159184094761528,0.11287460053262198,0.7125166225618179
mumbai,(2) hazard -> SWD capital,0.22261965073999385,0.6913691837863929,0.7474540383977395
mumbai,(3) hazard -> SWD | total,0.045683592149688895,0.8390224346246651,0.9565777635962803
mumbai,(4) hazard -> SWD SHARE,0.33697241778947995,1.5330500879386264,0.8260228510638926
